rougher	rails	rails
firmer	!align="right	!align="right
firmest	!align="right	!align="right
steeper	slopes	slopes
steep	!align="right	!align="right
steepest	slopes	slopes
steep	!align="right	!align="right
steeper	!align="right	!align="right
steepest	!align="right	!align="right
greener	!align="right	!align="right
green	hostage	hostage
greenest	!align="right	!align="right
green	hostage	hostage
greener	!align="right	!align="right
greenest	!align="right	!align="right
smaller	!align="right	!align="right
small	larger	larger
smallest	!align="right	!align="right
small	synthetic	dash
smaller	largest	largest
smallest	larger	larger
narrower	!align="right	!align="right
narrow	hostage	hostage
narrowest	!align="right	!align="right
narrow	hostage	hostage
narrower	!align="right	!align="right
narrowest	!align="right	!align="right
cleaner	!align="right	!align="right
clean	hostage	hostage
cleanest	!align="right	!align="right
clean	hostage	hostage
cleaner	!align="right	!align="right
cleanest	!align="right	!align="right
riskier	!align="right	!align="right
risky	hostage	hostage
riskiest	!align="right	!align="right
risky	hostage	hostage
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
newer	!align="right	!align="right
new	vintage	vintage
newest	!align="right	!align="right
new	guild	guild
newer	!align="right	!align="right
newest	turbine	turbine
wilder	!align="right	!align="right
wild	guild	guild
wildest	!align="right	!align="right
wild	guild	guild
wilder	!align="right	!align="right
wildest	!align="right	!align="right
narrower	!align="right	!align="right
narrow	guild	guild
narrowest	!align="right	!align="right
narrow	guild	guild
narrower	!align="right	!align="right
narrowest	!align="right	!align="right
safer	!align="right	!align="right
safe	guild	guild
safest	!align="right	!align="right
safe	guild	guild
safer	!align="right	!align="right
safest	!align="right	!align="right
faster	!align="right	!align="right
fastest	back	back
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
meaner	!align="right	!align="right
mean	brutal	brutal
meanest	!align="right	!align="right
mean	brutal	brutal
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	heavy	heavy
heaviest	!align="right	!align="right
heavy	brutal	brutal
heavier	!align="right	!align="right
heaviest	lighter	lighter
nicer	!align="right	!align="right
nice	brutal	brutal
nicest	!align="right	!align="right
nice	brutal	brutal
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	!align="right
fastest	heavy	heavy
fast	!align="right	!align="right
fastest	fantastic	fantastic
faster	slow	slow
fast	slower	slower
leaner	!align="right	!align="right
lean	brutal	brutal
leanest	!align="right	!align="right
lean	brutal	brutal
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	strong	strong
weak	!align="right	!align="right
weakest	strong	strong
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	!align="right	!align="right
darker	darker	darker
dark	hindwings	hindwings
darkest	darker	darker
dark	!align="right	!align="right
darker	!align="right	!align="right
darkest	hindwings	hindwings
rougher	steep	steep
rough	!align="right	!align="right
roughest	steep	steep
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	guild	guild
mighty	!align="right	!align="right
mightiest	guild	guild
mighty	!align="right	!align="right
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	deceased	neville
wise	!align="right	!align="right
wisest	deceased	neville
wise	!align="right	!align="right
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	immigration	immigration
law	regulations	regulations
products	products	concepts
product	dish	dish
changes	changes	changes
change	change	restructuring
citizens	citizens	citizens
citizen	citizen	citizen
teachers	studied	studied
teacher	month	month
things	things	things
thing	thing	thing
minutes	minutes	minutes
minute	seconds	seconds
dollars	dollars	dollars
dollar	dollar	dollar
areas	areas	areas
area	area	area
cities	town	cities
city	monuments	monuments
streets	road	road
street	street	street
months	year	year
month	years	years
conditions	missionaries	missionaries
condition	threshold	threshold
countries	troops	wells
country	croatia	croatia
operations	operations	operations
operation	operating	initial
schools	schools	schools
school	school	school
results	leaders	incidents
result	result	result
parents	leaders	fans
parent	father	father
charges	charges	charges
charge	convicted	convicted
students	students	students
student	student	student
employees	inmates	inmates
employee	employee	employee
workers	workers	workers
worker	debts	debts
miles	miles	miles
mile	kilometres	kilometres
ways	efforts	efforts
way	opinions	opinions
decisions	decisions	decisions
decision	opinions	opinions
rights	arabs	arabs
right	human	angola
parents	cadets	cadets
parent	mother	maternal
companies	companies	companies
company	company	company
jobs	opportunities	opportunities
job	inequality	inequality
authorities	jurisdiction	jurisdiction
authority	government	government
rules	reforms	reforms
rule	laws	laws
reports	reports	reports
report	timeline	timeline
programs	programs	programs
program	program	program
buildings	buildings	buildings
building	building	building
officials	formal	formal
official	government	government
dollars	years	billion
dollar	listeners	listeners
rules	dominance	dominance
rule	laws	laws
citizens	visa	visa
citizen	voters	voters
questions	questions	questions
question	question	question
officers	officers	officers
officer	officer	officer
cities	town	town
city	city	connects
experts	agents	agents
expert	industry	industry
teachers	years	practical
teacher	teacher	teacher
benefits	aid	aid
benefit	advantages	benefit
authorities	scheme	scheme
authority	troops	troops
games	games	games
game	game	musician
cities	borough	borough
city	city	city
benefits	families	rates
benefit	advantages	advantages
groups	groups	groups
group	group	group
authorities	authorities	authorities
authority	musician	musician
rates	percent	percent
rate	mortality	mortality
changes	changes	changes
change	change	change
citizens	citizens	people
citizen	citizenship	communication
questions	voters	voters
question	question	question
artists	artists	artists
artist	artist	artist
deaths	brother's	brother's
death	casualties	casualties
workers	attitudes	attitudes
worker	engineers	engineers
sports	sports	sports
sport	sport	tennis
sources	sources	attitudes
source	source	source
women	women	women
woman	girls	girls
voters	candidates	candidates
voter	jury	jury
sports	groups	groups
sport	athletics	athletics
officers	officers	officers
officer	officer	officer
concerns	groups	debate
concern	memoirs	memoirs
prices	criteria	criteria
price	rainfall	rainfall
schools	schools	schools
school	school	school
feet	feet	chest
foot	metres	metres
reports	reports	businesses
report	findings	findings
officials	officials	officials
official	spokesman	spokesman
teams	teams	teams
team	team	team
cases	cases	cases
case	case	case
relations	regards	regards
relation	relationship	relationship
residents	alex	alex
resident	inhabitants	inhabitants
issues	issues	issues
issue	issue	issue
families	grandparents	grandparents
family	family	alphabet
months	year	year
month	weeks	weeks
minutes	trips	trips
minute	seconds	seconds
losses	losses	vegetables
loss	loss	loss
games	games	games
game	game	game
agencies	ministry	ministry
agency	vehicle	vehicle
times	concerts	seeds
time	tribune	tribune
people	woman	woman
person	men	men
weapons	weapons	sensors
weapon	weapon	weapon
families	families	families
family	family	family
authorities	authorities	authorities
authority	government	government
cases	cases	cases
case	case	case
relations	problems	behaviors
relation	pact	pact
kids	poor	poor
kid	sister	kitty
authorities	authorities	authorities
authority	government	government
cars	cars	cars
car	car	car
people	individuals	individuals
person	passengers	passengers
efforts	organizations	organizations
effort	college	college
artists	artists	artists
artist	artist	artist
students	organizations	organizations
student	pupils	pupils
concerns	concerns	concerns
concern	memoirs	memoirs
times	competitors	competitors
time	except	except
streets	streets	streets
street	street	street
investors	donors	donors
investor	investor	investor
dollars	coins	acres
dollar	billion	billion
days	days	days
day	hours	hours
laws	legal	legal
law	rules	rules
standards	formats	formats
standard	standard	standard
allegations	!align="right	!align="right
allegation	statement	statement
decisions	decisions	decisions
decision	judgment	judgment
authorities	employee	employee
authority	government	government
conditions	conditions	conditions
condition	periodic	periodic
rules	regime	regime
rule	laws	laws
standards	criteria	criteria
standard	licensing	licensing
parents	months	biological
parent	friend	friend
officers	officers	officers
officer	officer	officer
countries	desert	desert
country	loans	loans
terms	vowels	vowels
term	term	term
years	month	month
year	months	months
citizens	faces	faces
citizen	peaceful	peaceful
residents	warriors	warriors
resident	population	population
businesses	manufacturing	manufacturing
business	business	layer
drugs	trafficking	trafficking
drug	drug	drug
reports	reports	reports
report	report	report
reasons	reasons	reasons
reason	reason	reason
teachers	teachers	teachers
teacher	teacher	teacher
minutes	201213	201213
minute	seconds	minute
analysts	columnist	columnist
analyst	observers	observers
reports	reports	reports
report	report	report
charges	charges	charges
charge	charge	charge
cars	cars	cars
car	car	car
businesses	businesses	businesses
business	patrols	patrols
voters	!align="right	!align="right
voter	jury	jury
patients	drug	drug
patient	clinical	clinical
men	woman	woman
man	women	women
prices	costs	costs
price	revenues	revenues
products	products	products
product	product	product
terms	vowels	education
term	advantages	advantages
leaders	leaders	leaders
leader	stronger	stronger
cars	cars	cars
car	car	car
benefits	families	families
benefit	advantages	advantages
results	consequence	implicated
result	vector	vector
operations	operations	coup
operation	operation	fog
members	secretary-general	secretary-general
member	member	member
events	events	events
event	event	event
officers	officers	officers
officer	officer	officer
parties	parties	parties
party	party	party
cases	cases	cases
case	case	case
men	men	men
man	murdered	murdered
officers	officers	officers
officer	officer	officer
charges	ballot	ballot
charge	murder	murder
employees	inmates	inmates
employee	analyst	analyst
rights	rights	rights
right	politician	politician
hours	members	members
hour	seconds	seconds
relations	regard	regard
relation	analyst	diplomatic
sports	sports	sports
sport	sport	sport
people	object	object
person	inhabitants	inhabitants
systems	systems	systems
system	system	system
talks	statements	statements
talk	negotiations	happen
officials	unofficial	sources
official	authorities	authorities
kids	movies	movies
kid	long-time	long-time
schools	college	college
school	!align="right	!align="right
areas	areas	areas
area	!align="right	!align="right
points	moves	moves
point	!align="right	!align="right
owners	owners	owners
owner	!align="right	!align="right
concerns	concerns	concerns
concern	!align="right	!align="right
streets	streets	streets
street	street	street
results	results	results
