rougher	easier	quick
safer	!align="right	!align="right
safe	wind	wind
safest	!align="right	!align="right
safe	wind	wind
safer	!align="right	!align="right
safest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	slow	quick
faster	slow	slow
fast	slower	slower
meaner	!align="right	!align="right
mean	occurred	occurred
meanest	!align="right	!align="right
mean	occurred	occurred
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	lighter	lighter
heaviest	!align="right	!align="right
heavy	occurred	occurred
heavier	!align="right	!align="right
heaviest	lighter	lighter
nicer	!align="right	!align="right
nice	occurred	occurred
nicest	!align="right	!align="right
nice	occurred	occurred
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	violent	violent
faster	slow	slow
fast	slower	slower
leaner	!align="right	!align="right
lean	occurred	occurred
leanest	!align="right	!align="right
lean	occurred	occurred
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	strong	strong
weak	!align="right	!align="right
weakest	strong	strong
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	!align="right	!align="right
darker	hindwings	hindwings
dark	pale	pale
darkest	hindwings	hindwings
dark	!align="right	!align="right
darker	!align="right	!align="right
darkest	pale	pale
rougher	smooth	smooth
rough	!align="right	!align="right
roughest	smooth	smooth
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	wind	wind
mighty	!align="right	!align="right
mightiest	wind	wind
mighty	!align="right	!align="right
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	pregnant	pregnant
wise	!align="right	!align="right
wisest	pregnant	pregnant
wise	!align="right	!align="right
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	laws	laws
law	law	law
products	age	age
product	product	product
changes	changes	changes
change	change	change
citizens	minutes	grandchildren
citizen	season	200506
teachers	age	wickets
teacher	season	teacher
things	inhabitants	inhabitants
thing	something	something
minutes	inhabitants	inhabitants
minute	seconds	seconds
dollars	inhabitants	ago
dollar	billion	dollar
areas	areas	areas
area	area	area
cities	inhabitants	inhabitants
city	towns	outskirts
streets	avenue	avenue
street	roads	roads
months	year	semester
month	weeks	weeks
conditions	conditions	case
condition	weather	weather
countries	r&b	r&b
country	nations	nations
operations	operations	operations
operation	operation	operation
schools	college	students
school	school	school
results	caused	caused
result	statistics	statistics
parents	people	people
parent	husband	husband
charges	charges	charges
charge	convicted	convicted
students	students	students
student	student	student
employees	women	rodriguez
employee	workers	workers
workers	workers	workers
worker	worker	worker
miles	kilometers	kilometers
mile	kilometers	kilometers
ways	people	people
way	experiences	experiences
decisions	decided	decided
decision	matters	matters
rights	people	people
right	human	human
parents	people	primary
parent	father	father
companies	companies	companies
company	company	industry
jobs	jobs	jobs
job	job	income
authorities	commission	commission
authority	government	government
rules	rulers	rulers
rule	regulations	rule
reports	reports	reports
report	report	report
programs	programs	programs
program	program	program
buildings	buildings	buildings
building	building	building
officials	website	website
official	authorities	authorities
dollars	weeks	weeks
dollar	year	year
rules	years	years
rule	norms	norms
citizens	months	months
citizen	people	people
questions	months	seconds
question	question	question
officers	officers	officers
officer	officer	officer
cities	town	town
city	towns	towns
experts	weeks	grandchildren
expert	scholars	scholars
teachers	lecturer	lecturer
teacher	students	students
benefits	grandchildren	grandchildren
benefit	compensation	compensation
authorities	grandchildren	grandchildren
authority	government	government
games	games	games
game	game	game
cities	town	borough
city	towns	towns
benefits	benefits	enjoy
benefit	compensation	advantages
groups	groups	groups
group	group	group
authorities	status	status
authority	government	government
rates	percent	percent
rate	rate	rate
changes	changes	changes
change	change	change
citizens	people	people
citizen	passport	passport
questions	people	people
question	question	question
artists	artists	artists
artist	musicians	artist
deaths	retirement	when
death	births	births
workers	workers	unity
worker	labor	labor
sports	sports	sports
sport	sport	sport
sources	sources	sources
source	source	source
women	she	she
woman	men	female
voters	turnout	registration
voter	ballots	ballots
sports	sports	sports
sport	sport	sport
officers	officers	officers
officer	officer	officer
concerns	concerns	concerns
concern	concern	concern
prices	prices	prices
price	price	price
schools	college	college
school	school	school
feet	forward	forward
foot	meters	meters
reports	reports	officials
report	accounts	accounts
officials	formal	formal
official	government	government
teams	teams	teams
team	team	team
cases	cases	cases
case	offences	offences
relations	issues	issues
relation	ties	ties
residents	issues	ma
resident	people	people
issues	issues	issues
issue	problems	problems
families	cerambycidae	cerambycidae
family	households	households
months	week	week
month	weeks	years
minutes	minutes	minutes
minute	seconds	age
losses	victory	victory
loss	casualties	casualties
games	games	games
game	game	game
agencies	agencies	agencies
agency	agency	agency
times	week	minute
time	guardian	guardian
people	man	persons
person	men	men
weapons	weapons	weapons
weapon	weapon	nuclear
families	families	families
family	households	households
authorities	authorities	authorities
authority	government	government
cases	cases	cases
case	case	appeal
relations	matters	matters
relation	between	between
kids	policy	terms
kid	sitcom	sitcom
authorities	commission	commission
authority	government	government
cars	cars	cars
car	car	car
people	individuals	individuals
person	men	men
efforts	efforts	efforts
effort	effort	effort
artists	illustrator	illustrator
artist	musicians	musicians
students	students	students
student	college	pupils
concerns	concerns	concerns
concern	concern	concern
times	months	months
time	herald	chronicle
streets	avenue	avenue
street	roads	roads
investors	investors	investors
investor	investor	investor
dollars	dollars	dollars
dollar	billion	billion
days	days	days
day	weeks	day
laws	laws	act
law	legislation	legislation
standards	standards	standards
standard	guidelines	guidelines
allegations	!align="right	!align="right
allegation	accusations	accusations
decisions	decided	request
decision	decision	decision
authorities	commission	commission
authority	government	government
conditions	months	conditions
condition	weather	weather
rules	years	years
rule	regulations	regulations
standards	years	years
standard	norms	norms
parents	years	years
parent	grandparents	grandfather
officers	officers	officers
officer	officer	staff
countries	billboard	billboard
country	country	country
terms	as	languages
term	term	term
years	years	fiscal
year	months	months
citizens	newspaper	newspaper
citizen	citizenship	citizenship
residents	york	york
resident	citizens	citizens
businesses	people	members
business	institutions	institutions
drugs	drugs	addiction
drug	drug	drug
reports	reports	reports
report	report	report
reasons	reasons	reasons
reason	reason	reason
teachers	teachers	teachers
teacher	teacher	teacher
minutes	minutes	minutes
minute	seconds	seconds
analysts	commentator	commentator
analyst	academics	academics
reports	reports	reports
report	report	report
charges	charges	charges
charge	offences	offences
cars	cars	cars
car	car	car
businesses	banking	banking
business	individual	individual
voters	voters	voters
voter	voter	voter
patients	medication	medication
patient	cadets	cadets
men	woman	woman
man	soldiers	soldiers
prices	prices	prices
price	price	price
products	products	products
product	product	product
terms	terms	terms
term	term	householder
leaders	leaders	leaders
leader	leader	leader
cars	cars	cars
car	car	car
benefits	grandparents	grandparents
benefit	benefit	benefit
results	due	due
result	left	left
operations	operations	operations
operation	operation	operation
members	members	members
member	member	left
events	events	events
event	event	event
officers	officers	officers
officer	officer	officer
parties	democratic	democratic
party	party	factions
cases	cases	cases
case	case	case
men	men	men
man	man	man
officers	officers	officers
officer	officer	officer
charges	responsible	responsible
charge	convicted	convicted
employees	employees	employees
employee	spectators	spectators
rights	left	left
right	equality	equality
hours	hours	hours
hour	minutes	minutes
relations	members	respect
relation	affairs	affairs
sports	sports	sports
sport	sport	sport
people	woman	woman
person	men	men
systems	systems	systems
system	system	system
talks	syndicated	syndicated
talk	lectures	lectures
officials	unofficial	unofficial
official	authorities	authorities
kids	dot	dot
kid	downtown	affiliate
schools	college	college
school	!align="right	!align="right
areas	areas	areas
area	!align="right	!align="right
points	corruption	corruption
point	!align="right	!align="right
owners	crimes	crimes
owner	!align="right	!align="right
concerns	concerns	concerns
concern	!align="right	!align="right
streets	avenue	avenue
street	street	street
results	caused	caused
result	result	result
questions	questions	questions
question	question	question
leaders	leaders	leaders
leader	leader	leader
decisions	decided	decided
decision	judgment	judgment
homes	years	years
home	rented	rented
lives	years	years
life	life	touched
laws	laws	laws
law	law	law
issues	years	years
issue	problems	problems
groups	groups	groups
group	group	group
businesses	corporate	corporate
business	sector	sector
rates	rates	rates
rate	rate	rate
minutes	minutes	minutes
minute	seconds	seconds
games	games	games
game	game	wins
points	points	points
point	wins	wins
workers	workers	workers
worker	worker	worker
reasons	reasons	reasons
reason	reason	reason
groups	groups	groups
group	group	group
students	students	students
student	student	student
families	families	families
family	households	residing
times	years	years
time	yorker	4.5
hours	hours	hours
hour	hour	hour
standards	age	age
standard	standard	standard
teams	teams	championships
team	team	team
officers	officers	officers
officer	officer	officer
cases	cases	cases
case	case	case
relations	interactions	interactions
relation	ties	engagement
cities	town	town
city	towns	towns
teachers	teachers	teachers
teacher	teacher	teacher
owners	owners	owners
owner	owner	owner
parties	democratic	democratic
party	party	party
analysts	commentator	commentator
analyst	analyst	consultant
schools	college	students
school	school	school
products	stores	stores
product	product	product
rules	soldiers	soldiers
rule	regulations	regulations
deaths	disappearance	disappearance
death	casualties	death
months	year	year
month	weeks	weeks
drugs	drugs	drugs
drug	drug	drug
men	woman	person
