rougher	wolves	wolves
like	lot	lot
liked	"it	"it
likes	fans	fans
served	crash	crash
serve	appointed	appointed
serves	board,	importance
serve	boards	boards
served	board	board
serves	appointed	appointed
supported	playing	playing
support	accept	accept
supports	!	!
support	argument	argument
supported	developed	developed
supports	!	!
called	phone	vote
call	entitled	entitled
calls	!	!
call	argument	argument
called	very	very
calls	!	!
got	i'm	i'm
get	opponent	opponent
gets	!	!
get	opponent	makes
got	feels	surprise
gets	!	!
told	i'm	i'm
tell	wanting	wanting
tells	!	!
tell	loves	loves
told	her	her
tells	!	!
learned	year,	processed
learn	vietnamese	vietnamese
learns	!	!
learn	discovers	discovers
learned	finds	surprise
learns	!	!
left	reopened	reopened
leave	european	recent
leaves	tells	tells
leave	flowers	usually
left	flowers	flowers
leaves	behind	appears
knew	i	i
know	wimbledon	software
knows	don't	don't
know	agrees	agrees
knew	railway	railway
knows	emily	emily
allowed	railway	railway
allow	license	license
allows	depend	depend
allow	device	device
allowed	railway	railway
allows	door	door
created	reopened	reopened
create	wimbledon	wimbledon
creates	produce	produce
create	should	should
created	railway	railway
creates	appears	appears
wanted	you	you
want	wimbledon	wimbledon
wants	don't	don't
want	doubles	doubles
wanted	railway	railway
wants	emily	emily
made	once	once
make	non-families.	non-families.
makes	!	!
make	anniversary	anniversary
made	celebration	celebration
makes	!	!
remained	still	still
remain	abolition	abolition
remains	!	!
remain	anniversary	anniversary
remained	celebration	day
remains	!	!
felt	i	i
feel	praised	praised
feels	!	!
feel	anniversary	anniversary
felt	celebration	celebration
feels	!	!
discussed	addressing	addressing
discuss	above.	above.
discusses	!	!
discuss	anniversary	birthday
discussed	celebration	celebration
discusses	!	!
became	once	once
become	becoming	becoming
becomes	!	!
become	anniversary	anniversary
became	celebration	celebration
becomes	!	!
supported	missions	missions
support	rebel	rebel
supports	missions	charitable
support	linux	linux
supported	allow	allow
supports	basque	basque
made	allow	allow
make	non-families.	together,
makes	predict	predict
make	make	make
made	impossible	impossible
makes	non-families.	non-families.
asked	extra	extra
ask	asking	asking
asks	questions	questions
ask	go	tell
asked	surplus	surplus
asks	asking	asking
started	2012–13	completed.
start	began	began
starts	delayed	delayed
start	do	do
started	disabled	disabled
starts	career	career
told	allow	field.
tell	what	what
tells	telling	telling
tell	loves	loves
told	her	her
tells	how	how
reached	extending	extending
reach	singles	singles
reaches	dive	dive
reach	raise	raise
reached	crosses	sentence
reaches	singles	chart
left	room.	room.
leave	staff,	staff,
leaves	shocked	shocked
leave	stems	stems
left	leaves.	leaves.
leaves	all-star	all-star
studied	studies	studies
study	graduated	graduated
studies	studies	studies
study	study	study
studied	research	research
studies	graduated	graduated
followed	discovering	discovering
follow	next	because
follows	step	wheeler
follow	framed	story
followed	finds	finds
follows	all-star	all-star
changed	resulting	resulting
change	tree,	tree,
changes	resulting	result
change	campaign	campaign
changed	lane,	lane,
changes	all-star	all-star
won	winning	winning
win	medal	medal
wins	winning	winning
win	wins,	wins,
won	wins,	wins,
wins	medal	medal
opened	attempted	attempted
open	closed	reopened
opens	wimbledon	wimbledon
open	door	floors
opened	rejected	rejected
opens	closed	closed
studied	studies	studies
study	graduated	graduated
studies	studies	studies
study	degree	degree
studied	science	science
studies	graduated	graduated
accepted	attempted	attempted
accept	appointment	with.
accepts	her.	her.
accept	upset	upset
accepted	after	after
accepts	tells	tells
became	after	after
become	commentator	commentator
becomes	her	her
become	difficult	difficult
became	highway.	highway.
becomes	she	learns
determined	assess	assess
determine	issues,	issues,
determines	evaluation	evaluation
determine	!	!
determined	!	!
determines	confluence	confluence
ensured	adequate	adequate
ensure	inter	attachment
ensures	monitoring	bodies,
ensure	!	!
ensured	!	!
ensures	confluence	confluence
required	audit	audit
require	receive	receive
requires	amended	feeding
require	mac	mac
required	guitar.	guitar.
requires	confluence	confluence
became	until	until
become	turning	turning
becomes	creek	creek
become	go	go
became	become	become
becomes	confluence	confluence
preserved	until	until
preserve	ivan	ivan
preserves	creek	recover
preserve	!	!
preserved	!	!
preserves	confluence	confluence
paid	paid	paid
pay	pay	pay
pays	paid	worth
pay	pay	pay
paid	paid	la
pays	fees	fees
began	completion	previous
begin	1950s	1990s.
begins	searching	searching
begin	route	route
began	himself	himself
begins	1950s	1960.
returned	returned	returned
return	1919.	1919.
returns	asks	asks
return	file	file
returned	and,	and,
returns	1919.	1919.
decided	ming	ming
decide	would	would
decides	searching	arrives
decide	marry	marry
decided	agrees	agrees
decides	norway.	norway.
avoided	though	though
avoid	term,	term,
avoids	witch	witch
avoid	!	!
avoided	!	!
avoids	tunes	tunes
