rougher	worse	processing
returned	absence	absence
return	59	59
returns	daisy	daisy
return	hook	hook
returned	hook	hook
returns	blast	blast
used	responses	responses
use	detect	detect
uses	lights	lights
use	sitting	sitting
used	colony	colony
uses	velocity	velocity
offered	enjoyed	enjoyed
offer	nearly	nearly
offers	situations	situations
offer	graduates	graduates
offered	graduates	graduates
offers	hosting	user
believed	nearly	nearly
believe	lightning	attachment
believes	institutes	exact
believe	apology	god
believed	translator	translator
believes	infamous	infamous
felt	obliged	obliged
feel	honest	honest
feels	eden	eden
feel	really	really
felt	roma	roma
feels	jobs	infamous
determined	kennedy	kennedy
determine	operator	operator
determines	markers	journals
determine	theorem	mean
determined	nucleus	rows
determines	markers	infamous
gave	contest	contest
give	metacritic	presumably
gives	hop	hop
give	defining	describe
gave	background	companion
gives	metacritic	metacritic
thought	kennedy	kennedy
think	honest	honest
thinks	eve	eve
think	couldn	couldn
thought	10	10
thinks	brain	brain
came	drowned	empty
come	yourself	yourself
comes	grows	grows
come	stereo	stereo
came	1887	1887
comes	yourself	yourself
included	ethical	ethical
include	owing	trumpet
includes	shadow	shadow
include	programming	programming
included	detailed	detailed
includes	server	server
saved	jessica	jessica
save	practically	practically
saves	destroy	destroy
save	xavier	xavier
saved	rebounds	rebounds
saves	punt	punt
said	jo	jo
say	viewers	viewers
says	feels	feels
say	doug	doug
said	remake	remake
says	keeps	keeps
sought	gather	gather
seek	viewers	viewers
seeks	passes	passes
seek	quest	quest
sought	stanford	stanford
seeks	unaware	unaware
helped	attempting	attempting
help	refuses	refuses
helps	encourages	encourages
help	refuses	refuses
helped	abbott	abbott
helps	encourages	kitchen
received	instructor	instructor
receive	content	content
receives	350	350
receive	salary	salary
received	64	64
receives	emmy	content
came	crusade	crusade
come	fears	fears
comes	pair	pair
come	spite	spite
came	singers	singers
comes	fears	fears
got	instructor	instructor
get	madrid	madrid
gets	entertaining	entertaining
get	halt	halt
got	observers	observers
gets	ready	ready
told	anglo-saxon	anglo-saxon
tell	refuses	kiss
tells	julia	julia
tell	refuses	refuses
told	reveals	grandfather
tells	dream	kiss
stopped	delegates	delegates
stop	interference	interference
stops	arrives	arrow
stop	airports	airports
stopped	holland	holland
stops	accepts	accepts
looked	bros.	bros.
look	powerful	powerful
looks	narrator	narrator
look	ears	ears
looked	observed	observed
looks	throws	throws
became	resumed	resumed
become	preceding	preceding
becomes	arrives	arrives
become	exposure	exposure
became	anticipated	anticipated
becomes	circus	circus
reduced	delegates	delegates
reduce	wider	wider
reduces	yield	yield
reduce	reduce	reduce
reduced	calcium	calcium
reduces	circus	circus
sought	abuse	abuse
seek	powerful	powerful
seeks	refuses	refuses
seek	monarchy	monarchy
sought	restore	restore
seeks	accepts	circus
came	siblings	siblings
come	pot	pot
comes	!	!
come	uncertain	tensions
came	construct	construct
comes	!	!
used	facade	facade
use	analyses	analyses
uses	!	!
use	relies	relies
used	ruling	ruling
uses	!	!
learned	solitary	solitary
learn	threatening	threatening
learns	!	!
learn	shoots	shoots
learned	decides	decides
learns	!	!
went	jessica	jessica
go	episode	episode
goes	!	!
go	appeals	appeals
went	simplicity	simplicity
goes	!	!
held	succeeded	succeeded
hold	gaming	gaming
holds	!	!
hold	e.g.	e.g.
held	judiciary	judiciary
holds	!	!
got	temple	temple
get	feeling	feeling
gets	entering	entering
get	boat	boat
got	couldn	couldn
gets	candidate	candidate
began	july	july
begin	30th	30th
begins	deeply	entering
begin	intersection	intersection
began	preceded	sixth
begins	journals	journals
accepted	trustees	trustees
accept	loans	loans
accepts	defined	defined
accept	miranda	miranda
accepted	miranda	miranda
accepts	spencer	spencer
became	violet	violet
become	sake	catalonia
becomes	jerry	jerry
become	slower	slower
became	heated	heated
becomes	candidate	candidate
discussed	graphic	graphic
discuss	30th	30th
discusses	custody	custody
discuss	publishes	publishes
discussed	publishes	publishes
discusses	journals	journals
protected	prove	prove
protect	vista	vista
protects	temperate	temperate
protect	!	!
protected	!	!
protects	valleys	valleys
brought	batsman	batsman
bring	arrest	arrest
brings	batman	moves
bring	surveillance	surveillance
brought	easier	easier
brings	speaks	speaks
started	batsman	batsman
start	prototype	prototype
starts	differs	differs
start	couldn	couldn
started	easier	easier
starts	wwf	wwf
eliminated	solve	easier
eliminate	prototype	arrest
eliminates	limit	limit
eliminate	!	!
eliminated	!	!
eliminates	tag	tag
accommodated	median	kg
accommodate	!	!
accommodates	kg	kg
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	immigrated	immigrated
reach	emi	emi
reaches	wealthy	wealthy
reach	pond	pond
reached	enters	fork
reaches	failed	failed
knew	numbered	numbered
know	hear	hear
knows	didn	didn
know	surgery	surgery
knew	hurt	hurt
knows	villain	villain
sent	ally	ally
send	broadcast	broadcast
sends	passion	1870s
send	phones	phones
sent	restored	restored
sends	failed	failed
called	chapters	chapters
call	podcast	podcast
calls	contributing	contributing
call	phones	phones
called	independence	independence
calls	facebook	facebook
worked	educator	educator
work	releasing	releasing
works	contributing	contributing
work	conversations	conversations
worked	manuscripts	manuscripts
works	screenwriter	contributing
earned	pitching	pitching
earn	recognize	recognize
earns	pitching	essex
earn	!	!
earned	!	!
earns	reward	penny
protected	spy	spy
protect	endangered	allowed
protects	restore	restore
protect	!	!
protected	!	!
protects	endangered	endangered
met	approached	approached
meet	exceptions	exceptions
meets	approached	approached
meet	ellis	ellis
met	st.	st.
meets	vacation	vacation
got	june	june
get	easier	easier
gets	headed	headed
get	dubai	dubai
got	couldn	lucky
gets	gets	gets
built	manufacture	manufacture
build	spur	spur
builds	manufacture	manufacture
build	competing	competing
built	humanitarian	humanitarian
builds	chip	chip
won	runners-up	runners-up
win	champions	wembley
wins	bulldogs	bulldogs
win	champions	champions
won	runners-up	runners-up
wins	elena	elena
provided	shown	shown
provide	programmes	programmes
provides	josh	lodge
provide	specialists	specialists
provided	yi	ten
provides	melissa	patient
built	au	au
build	detachment	barracks
builds	torn	1821
build	arabic	arabic
built	arabic	arabic
builds	sequel	<
asked	review	review
ask	sleeping	sleeping
asks	review	review
ask	fun	fun
asked	welsh	welsh
asks	elena	elena
thought	proud	proud
think	ritual	ritual
thinks	truth	live
think	yourself	visitors
thought	'd	'd
thinks	organism	organism
resolved	caused	caused
resolve	sentences	sentences
resolves	1919	1919
resolve	!	!
resolved	!	!
resolves	valid	assistance
offered	backed	backed
offer	commentary	commentary
offers	calling	auction
offer	trends	trends
offered	effectiveness	effectiveness
offers	churches	delegates
had	backed	backed
have	phones	phones
has	abundant	increasing
have	hyderabad	hyderabad
had	effectiveness	effectiveness
has	stays	wheeler
avoided	backed	backed
avoid	clash	clash
avoids	tremendous	tremendous
avoid	!	!
avoided	!	!
avoids	pregnancy	23rd
developed	try	try
develop	trilogy	trilogy
develops	improve	improve
develop	protocols	protocols
developed	effectiveness	effectiveness
develops	timeline	timeline
stayed	relegation	relegation
stay	quoted	quoted
stays	happy	happy
stay	surgeon	surgeon
stayed	afford	afford
stays	intentions	intentions
proved	julie	julie
prove	posed	presence
proves	candy	julie
prove	!	!
proved	!	!
proves	posed	posed
brought	14th	14th
bring	arise	assistant
brings	seeks	seeks
bring	recognize	recognize
brought	sleeping	sleeping
brings	onto	onto
liked	14th	14th
like	posed	posed
likes	hip-hop	hip-hop
like	beaten	beaten
liked	beats	beats
likes	intentions	intentions
served	las	las
serve	assistant	assistant
serves	happy	pleasant
serve	sleeping	active
served	tulsa	iowa
serves	phrase	phrase
supported	22	22
support	suggest	suggest
supports	!	!
support	accessible	contractor
supported	environments	environments
supports	!	!
called	vietnam	22
call	suggest	originating
calls	!	!
call	rebuild	rebuild
called	environments	environments
calls	!	!
got	roads	roads
get	claim	claim
gets	!	!
get	admits	thrown
got	relatively	relatively
gets	!	!
told	destroyers	destroyers
tell	suggest	suggest
tells	!	!
tell	decides	decides
told	arrives	succession
tells	!	!
learned	nigerian	nigerian
learn	expect	originating
learns	!	!
learn	decides	decides
learned	ill	ill
learns	!	!
left	ss	ss
leave	bryan	bryan
leaves	learns	learns
leave	mori	unions
left	suburban	suburban
leaves	singular	puts
knew	couldn	audiences
know	prey	prey
knows	learns	learns
know	else	else
knew	else	else
knows	why	why
allowed	certificate	accident
allow	momentum	momentum
allows	waived	waived
allow	environments	environments
allowed	environments	environments
allows	panel	panel
created	mint	mint
create	panel	panel
creates	joe	joe
create	mori	mori
created	circumstances	mori
creates	panel	panel
wanted	ss	ss
want	characters	characters
wants	stuff	stuff
want	obliged	obliged
wanted	premiere	premiere
wants	feels	feels
made	analyses	analyses
make	android	android
makes	!	!
make	athens	athens
made	foremost	foremost
makes	!	!
remained	abandoned	abandoned
remain	resume	resume
remains	!	!
remain	malta	malta
remained	shrine	shrine
remains	!	!
felt	nina	nina
feel	button	button
feels	!	!
feel	communicate	athens
felt	neighbourhood	neighbourhood
feels	!	!
discussed	criticized	criticized
discuss	encourage	encourage
discusses	!	!
discuss	harmony	harmony
discussed	referenced	referenced
discusses	!	!
became	co	meyer
become	stoke	stoke
becomes	!	!
become	goddess	goddess
became	neighbourhood	neighbourhood
becomes	!	!
supported	votes	votes
support	mothers	bull
supports	locate	ruler
support	compatible	compatible
supported	compatible	compatible
supports	award-winning	award-winning
made	votes	votes
make	psychological	yoga
makes	gasoline	gasoline
make	horse	horse
made	nobody	nobody
makes	yoga	yoga
asked	romans	romans
ask	abuse	abuse
asks	loved	loved
ask	iris	iris
asked	karen	karen
asks	twins	twins
started	lap	lap
start	yoga	yoga
starts	roller	roller
start	rises	rises
started	rises	rises
starts	yoga	yoga
told	prose	prose
tell	twins	twins
tells	engaging	engaging
tell	marry	marry
told	thinks	thinks
tells	yoga	yoga
reached	santiago	santiago
reach	lose	lose
reaches	pitch	pitch
reach	flows	flows
reached	north-eastern	north-eastern
reaches	rebounds	rebounds
left	boss	boss
leave	guitarist	chris
leaves	punt	punt
leave	woody	woody
left	belonging	belonging
leaves	batted	batted
studied	uttar	uttar
study	sociology	chi
studies	_	_
study	seminary	seminary
studied	institution	institution
studies	diploma	thesis
followed	knew	knew
follow	representing	representing
follows	terminus	terminus
follow	alter	alter
followed	applicable	applicable
follows	rebounds	trailer
changed	relied	figures
change	steadily	steadily
changes	atom	atom
change	transition	transition
changed	inform	analyses
changes	grip	grip
won	celtic	celtic
win	winning	winning
wins	sr.	sr.
win	bonus	bonus
won	scorer	scorer
wins	robbery	robbery
opened	mixed	mixed
open	houses	apartments
opens	carriage	freeway
open	bonus	nineteen
opened	lengthy	lengthy
opens	freeway	freeway
studied	1980s	1980s
study	teaches	teaches
studies	experiments	experiments
study	proportion	proportion
studied	preparing	preparing
studies	surgeon	surgeon
accepted	tuition	tuition
accept	fellowship	implement
accepts	robbery	comfort
accept	bars	bars
accepted	helsinki	helsinki
accepts	visits	visits
became	chose	1980s
become	professor	professor
becomes	slow	decline
become	bonus	bonus
became	chaos	chaos
becomes	dies	professor
determined	approximate	approximate
determine	pub	pub
determines	legs	legs
determine	existence	existence
determined	differ	differ
determines	curves	curves
ensured	relies	relies
ensure	!	!
ensures	clean	approaches
ensure	!	!
ensured	!	!
ensures	!	!
required	passenger	passenger
require	permit	permit
requires	cortex	cortex
require	scholarships	scholarships
required	developmental	developmental
requires	diagram	diagram
became	relies	relies
become	iraq	pub
becomes	becomes	becomes
become	honor	honor
became	theoretical	theoretical
becomes	villain	travels
preserved	approximate	approximate
preserve	inscriptions	inscriptions
preserves	runs	runs
preserve	!	!
preserved	!	!
preserves	canyon	canyon
paid	complaints	complaints
pay	kill	kill
pays	enhanced	enhanced
pay	ain	ain
paid	alberto	alberto
pays	capita	investments
began	alternate	alternate
begin	spinning	spinning
begins	phantom	phantom
begin	requires	requires
began	academy	academy
begins	spinning	spinning
returned	wagner	wagner
return	sponsor	sponsor
returns	goodman	goodman
return	adopt	adopt
returned	thesis	thesis
returns	baseman	baseman
decided	car	car
decide	cure	cure
decides	lap	lap
decide	convinced	convinced
decided	convinced	convinced
decides	huge	solving
avoided	battles	battles
avoid	bind	perform
avoids	boost	boost
avoid	!	!
avoided	!	!
avoids	derivative	derivative
