rougher	understand	understand
allowed	railway	junction
allow	must	must
allows	consider	consider
allow	doubles	doubles
allowed	railway	1869
allows	leaving	leaving
created	junction	junction
create	tournament	tournament
creates	lyrical	carry
create	slam	slam
created	december	december
creates	summary	summary
wanted	't	you
want	something	something
wants	't	't
want	do	do
wanted	railway	railway
wants	couldn	couldn
made	might	might
make	appearances	appearances
makes	!	!
make	anniversary	celebrations
made	celebrate	celebrate
makes	!	!
remained	have	st.
remain	became	reflected
remains	!	!
remain	anniversary	anniversary
remained	anniversary	anniversary
remains	!	!
felt	i	i
feel	disappointed	disappointed
feels	!	!
feel	anniversary	anniversary
felt	anniversary	anniversary
feels	!	!
discussed	claude	claude
discuss	practical	philosophical
discusses	!	!
discuss	anniversary	anniversary
discussed	celebrate	celebrate
discusses	!	!
became	named	named
become	it	it
becomes	!	!
become	anniversary	100th
became	anniversary	anniversary
becomes	!	!
supported	decided	decided
support	porch	porch
supports	afghanistan	afghanistan
support	linux	linux
supported	server	server
supports	health	health
made	material	available
make	debut	debut
makes	fulfill	fulfill
make	still	still
made	easier	easier
makes	debut	including
asked	answered	answered
ask	know	know
asks	answers	answered
ask	him	sally
asked	attempts	attempts
asks	appropriate	appropriate
started	disappointing	disappointing
start	hunger	hunger
starts	lap	shortened
start	go	persistent
started	curves	curves
starts	develop	including
told	answered	linda
tell	't	't
tells	loves	loves
tell	him	go
told	him	refuses
tells	my	spokesperson
reached	reached	reached
reach	peaked	peaked
reaches	inquiry	inquiry
reach	commit	commit
reached	creek	investor
reaches	peaked	peaked
left	tells	tells
leave	help	help
leaves	angela	angela
leave	stems	stems
left	stems	stems
leaves	hand	forward
studied	studies	organisms
study	b.a.	b.a.
studies	studies	studies
study	anthropology	anthropology
studied	anthropology	anthropology
studies	taught	philosophy
followed	settled	settled
follow	called	called
follows	settled	publishers
follow	pier	pier
followed	fellow	fellow
follows	called	called
changed	shift	shift
change	devised	devised
changes	shift	shift
change	undergo	undergo
changed	underwent	thereafter
changes	grip	iconic
won	goal	goal
win	medals	medals
wins	goal	goal
win	losses	losses
won	losses	losses
wins	medals	medals
opened	tournament	tournament
open	closed	1831
opens	knowing	maggie
open	nelson	nelson
opened	shortly	shortly
opens	railway	tram
studied	students	students
study	phd	phd
studies	studies	studies
study	anthropology	anthropology
studied	anthropology	anthropology
studies	phd	phd
accepted	refused	refused
accept	fuller	fuller
accepts	leave	leave
accept	wealth	wealth
accepted	accepted	accepted
accepts	part-time	part-time
became	became	became
become	scandal	scandal
becomes	became	last
become	meal	meal
became	tate	tate
becomes	appointed	appointed
determined	exact	exact
determine	determine	determine
determines	tributary	tributary
determine	interval	interval
determined	formed	drummer
determines	tributary	tributary
ensured	associates	associates
ensure	!	!
ensures	tributary	danube
ensure	!	!
ensured	!	!
ensures	!	!
required	globally	globally
require	possess	find
requires	tributary	tributary
require	to	to
required	signed	signed
requires	tributary	tributary
became	became	became
become	1808	1808
becomes	tributary	becomes
become	move	widow
became	formed	formed
becomes	tributary	tributary
preserved	preservation	preservation
preserve	archives	archives
preserves	tributary	tributary
preserve	!	!
preserved	!	!
preserves	tributary	tributary
paid	paid	wages
pay	pay	pay
pays	paid	paid
pay	du	paying
paid	du	du
pays	pay	revenues
began	able	able
begin	career	late
begins	clyde	clyde
begin	extend	extend
began	rather	rather
begins	career	1970s
returned	returning	returning
return	lead	lead
returns	around	around
return	hide	convert
returned	blood	blood
returns	clyde	clyde
decided	able	able
decide	persuaded	persuaded
decides	asks	asks
decide	leave	marry
decided	leave	leave
decides	persuaded	agrees
avoided	any	any
avoid	commit	commit
avoids	becomes	becomes
avoid	!	!
avoided	!	!
avoids	commit	commit
