rougher	trunk	trunk
resolves	aurora	aurora
resolve	!	!
resolved	!	!
resolves	explicit	makes
returned	absence	absence
return	allowed	59
returns	daisy	daisy
return	hook	hook
returned	hook	hook
returns	blast	blast
used	responses	baton
use	detect	detect
uses	entity	lights
use	significant	significant
used	apache	apache
uses	reaches	reaches
offered	enjoyed	enjoyed
offer	nearly	nearly
offers	situations	situations
offer	graduates	graduates
offered	graduates	graduates
offers	hosting	user
believed	nearly	nearly
believe	attachment	attachment
believes	exact	exact
believe	apology	apology
believed	translator	translator
believes	infamous	infamous
felt	obliged	obliged
feel	honest	honest
feels	eden	eden
feel	really	really
felt	roma	roma
feels	jobs	jobs
determined	kennedy	kennedy
determine	operator	operator
determines	journals	journals
determine	theorem	mean
determined	pressures	sensitive
determines	preservation	preservation
gave	contest	contest
give	loud	loud
gives	hop	hop
give	defining	defining
gave	background	companion
gives	metacritic	metacritic
thought	kennedy	kennedy
think	honest	honest
thinks	eve	eve
think	mistake	caught
thought	10	10
thinks	brain	brain
came	empty	empty
come	yourself	yourself
comes	grows	grows
come	claiming	claiming
came	1887	1887
comes	yourself	yourself
included	ethical	ethical
include	trumpet	trumpet
includes	shadow	shadow
include	programming	programming
included	detailed	detailed
includes	server	server
saved	jessica	jessica
save	practically	practically
saves	destroy	destroy
save	xavier	xavier
saved	rebounds	wilhelm
saves	punt	punt
said	jo	jo
say	viewers	viewers
says	feels	feels
say	doug	doug
said	remake	remake
says	keeps	keeps
sought	gather	gather
seek	viewers	viewers
seeks	passes	commissions
seek	quest	quest
sought	stanford	stanford
seeks	harder	unaware
helped	attempting	attempting
help	refuses	perform
helps	encourages	entertaining
help	refuses	demonstrate
helped	abbott	abbott
helps	kitchen	kitchen
received	instructor	instructor
receive	content	content
receives	350	350
receive	64	64
received	recommendation	recommendation
receives	transparent	content
came	crusade	crusade
come	fears	fears
comes	guide	pair
come	spite	spite
came	horse	horse
comes	fears	fears
got	instructor	instructor
get	madrid	madrid
gets	entertaining	entertaining
get	abandoned	abandoned
got	tavern	observers
gets	ready	ready
told	anglo-saxon	anglo-saxon
tell	refuses	kiss
tells	julia	julia
tell	refuses	refuses
told	reveals	grandfather
tells	dream	kiss
stopped	abuse	delegates
stop	interference	interference
stops	arrives	arrow
stop	airports	airports
stopped	holland	holland
stops	accepts	accepts
looked	bros.	bros.
look	powerful	burn
looks	narrator	narrator
look	complaints	ears
looked	observed	observed
looks	throws	throws
became	resumed	resumed
become	preceding	preceding
becomes	arrives	arrives
become	1930s	1930s
became	anticipated	anticipated
becomes	circus	circus
reduced	declining	delegates
reduce	wider	wider
reduces	yield	yield
reduce	reduce	reduce
reduced	calcium	calcium
reduces	circus	circus
sought	abuse	abuse
seek	fallen	fallen
seeks	refuses	refuses
seek	monarchy	monarchy
sought	restore	restore
seeks	accepts	accepts
came	siblings	siblings
come	pot	pot
comes	!	!
come	shoots	shoots
came	construct	construct
comes	!	!
used	facade	facade
use	analyses	analyses
uses	!	!
use	relies	relies
used	ruling	ruling
uses	!	!
learned	solitary	solitary
learn	threatening	threatening
learns	!	!
learn	shoots	shoots
learned	decides	managers
learns	!	!
went	jessica	jessica
go	episode	episode
goes	!	!
go	appeals	appeals
went	simplicity	simplicity
goes	!	!
held	succeeded	succeeded
hold	freestyle	echo
holds	!	!
hold	e.g.	e.g.
held	judiciary	judiciary
holds	!	!
got	temple	temple
get	feeling	feeling
gets	entering	entering
get	nightclub	cover
got	couldn	couldn
gets	candidate	candidate
began	reunited	reunited
begin	30th	30th
begins	contracted	contracted
begin	intersection	sixth
began	sixth	sixth
begins	journals	journals
accepted	trustees	trustees
accept	loans	loans
accepts	defined	defined
accept	miranda	miranda
accepted	miranda	miranda
accepts	spencer	spencer
became	violet	violet
become	sake	catalonia
becomes	jerry	jerry
become	slower	slower
became	heated	heated
becomes	candidate	candidate
discussed	graphic	graphic
discuss	30th	30th
discusses	custody	custody
discuss	uncertainty	publishes
discussed	publishes	publishes
discusses	journals	journals
protected	identifying	prove
protect	vista	vista
protects	temperate	temperate
protect	!	!
protected	!	!
protects	valleys	valleys
brought	batsman	batsman
bring	arrest	arrest
brings	batman	batman
bring	surveillance	surveillance
brought	easier	easier
brings	speaks	speaks
started	batsman	batsman
start	prototype	prototype
starts	differs	differs
start	couldn	couldn
started	easier	easier
starts	wwf	wwf
eliminated	solve	limit
eliminate	arrest	arrest
eliminates	limit	limit
eliminate	!	!
eliminated	!	!
eliminates	tag	tag
accommodated	kg	kg
accommodate	!	!
accommodates	kg	kg
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	immigrated	immigrated
reach	emi	emi
reaches	wealthy	wealthy
reach	pond	pond
reached	enters	enters
reaches	failed	failed
knew	numbered	numbered
know	hear	filter
knows	didn	didn
know	surgery	surgery
knew	hurt	hurt
knows	villain	villain
sent	ally	ally
send	broadcast	broadcast
sends	passion	1870s
send	phones	phones
sent	restored	restored
sends	powder	failed
called	chapters	chapters
call	podcast	podcast
calls	contributing	contributing
call	phones	phones
called	independence	independence
calls	facebook	facebook
worked	educator	educator
work	releasing	releasing
works	contributing	contributing
work	conversations	conversations
worked	manuscripts	manuscripts
works	screenwriter	contributing
earned	socialist	socialist
earn	recognize	recognize
earns	pitching	essex
earn	!	!
earned	!	!
earns	reward	reward
protected	spy	spy
protect	allowed	allowed
protects	restore	restore
protect	!	!
protected	!	!
protects	endangered	endangered
met	met	approached
meet	boris	exceptions
meets	approached	approached
meet	ellis	ellis
met	met	st.
meets	vacation	vacation
got	june	june
get	easier	bradford
gets	headed	headed
get	dubai	dubai
got	couldn	couldn
gets	gets	gets
built	manufacture	built
build	spur	spur
builds	manufacture	manufacture
build	module	competing
built	humanitarian	humanitarian
builds	chip	chip
won	runners-up	runners-up
win	champions	champions
wins	mick	28th
win	champions	champions
won	runners-up	runners-up
wins	elena	elena
provided	shown	shown
provide	programmes	programmes
provides	josh	month
provide	specialists	specialists
provided	yi	yi
provides	melissa	melissa
built	au	au
build	barracks	barracks
builds	1821	1821
build	arabic	arabic
built	arabic	arabic
builds	destroyed	<
asked	review	review
ask	nationality	sleeping
asks	review	review
ask	fun	fun
asked	lucas	arabic
asks	replied	replied
thought	proud	proud
think	ritual	ritual
thinks	live	live
think	yourself	visitors
thought	'd	speak
thinks	organism	organism
resolved	caused	caused
resolve	sentences	sentences
resolves	1919	1919
resolve	!	!
resolved	!	!
resolves	valid	assistance
offered	backed	backed
offer	commentary	commentary
offers	calling	auction
offer	trends	trends
offered	effectiveness	effectiveness
offers	churches	delegates
had	backed	backed
have	phones	phones
has	abundant	increasing
have	hyderabad	hyderabad
had	effectiveness	effectiveness
has	wheeler	wheeler
avoided	matches	backed
avoid	clash	clash
avoids	tremendous	tremendous
avoid	!	!
avoided	!	!
avoids	pregnancy	23rd
developed	try	try
develop	trilogy	trilogy
develops	improve	improve
develop	protocols	protocols
developed	effectiveness	effectiveness
develops	timeline	investigated
stayed	relegation	relegation
stay	quoted	quoted
stays	happy	happy
stay	surgeon	surgeon
stayed	afford	afford
stays	intentions	intentions
proved	julie	julie
prove	posed	posed
proves	candy	candy
prove	!	!
proved	!	!
proves	posed	posed
brought	nepal	14th
bring	arise	brother
brings	seeks	seeks
bring	recognize	recognize
brought	sleeping	sleeping
brings	onto	onto
liked	14th	14th
like	posed	posed
likes	hip-hop	hip-hop
like	beaten	beaten
liked	beats	beats
likes	intentions	intentions
served	las	las
serve	assistant	assistant
serves	happy	accompanied
serve	sleeping	active
served	iowa	iowa
serves	phrase	phrase
supported	22	22
support	suggest	suggest
supports	!	!
support	accessible	contractor
supported	environments	environments
supports	!	!
called	22	22
call	suggest	suggest
calls	!	!
call	rebuild	rebuild
called	environments	environments
calls	!	!
got	struggled	roads
get	claim	claim
gets	!	!
get	admits	thrown
got	relatively	relatively
gets	!	!
told	destroyers	destroyers
tell	suggest	suggest
tells	!	!
tell	decides	decides
told	referenced	succession
tells	!	!
learned	nigerian	nigerian
learn	expect	suggest
learns	!	!
learn	decides	decides
learned	ill	ill
learns	!	!
left	ss	ss
leave	bryan	bryan
leaves	learns	learns
leave	mori	mori
left	suburban	suburban
leaves	puts	puts
knew	audiences	audiences
know	prey	prey
knows	learns	learns
know	else	mori
knew	else	mori
knows	funny	why
allowed	accident	accident
allow	momentum	momentum
allows	waived	joe
allow	environments	environments
allowed	environments	environments
allows	panel	panel
created	mint	mint
create	panel	panel
creates	joe	joe
create	mori	mori
created	mori	mori
creates	panel	panel
wanted	ss	ss
want	characters	characters
wants	stuff	stuff
want	obliged	obliged
wanted	premiere	premiere
wants	feels	feels
made	analyses	analyses
make	android	android
makes	!	!
make	athens	collect
made	foremost	foremost
makes	!	!
remained	abandoned	abandoned
remain	resume	resume
remains	!	!
remain	malta	malta
remained	shrine	shrine
remains	!	!
felt	nina	nina
feel	button	button
feels	!	!
feel	communicate	communicate
felt	neighbourhood	neighbourhood
feels	!	!
discussed	criticized	criticized
discuss	encourage	encourage
discusses	!	!
discuss	equality	equality
discussed	referenced	referenced
discusses	!	!
became	co	meyer
become	stoke	stoke
becomes	!	!
become	goddess	neighbourhood
became	neighbourhood	neighbourhood
becomes	!	!
supported	votes	votes
support	mothers	bull
supports	locate	locate
support	compatible	compatible
supported	compatible	compatible
supports	award-winning	award-winning
made	votes	votes
make	psychological	yoga
makes	gasoline	assembled
make	horse	horse
made	nobody	nobody
makes	yoga	yoga
asked	romans	romans
ask	abuse	abuse
asks	loved	loved
ask	tribe	tribe
asked	karen	karen
asks	twins	twins
started	lap	lap
start	yoga	yoga
starts	roller	roller
start	rises	rises
started	rises	rises
starts	yoga	yoga
told	prose	prose
tell	twins	twins
tells	engaging	engaging
tell	marry	marry
told	thinks	thinks
tells	twins	twins
reached	tunnel	tunnel
reach	lose	lose
reaches	pitch	pitch
reach	flows	flows
reached	abundance	abundance
reaches	rebounds	rebounds
left	boss	boss
leave	chris	chris
leaves	punt	punt
leave	woody	woody
left	belonging	belonging
leaves	batted	batted
studied	tunnel	tunnel
study	sociology	sociology
studies	pitch	pitch
study	seminary	seminary
studied	statistics	institution
studies	thesis	thesis
followed	knew	knew
follow	representing	representing
follows	terminus	terminus
follow	alter	alter
followed	applicable	applicable
follows	rebounds	1817
changed	relied	relied
change	steadily	steadily
changes	atom	atom
change	transition	transition
changed	acting	acting
changes	grip	grip
won	celtic	celtic
win	winning	winning
wins	sr.	sr.
win	bonus	bonus
won	scorer	scorer
wins	robbery	robbery
opened	mixed	mixed
open	houses	apartments
opens	ladies	carriage
open	background	background
opened	ali	ali
opens	freeway	freeway
studied	sanskrit	1980s
study	teaches	teaches
studies	experiments	experiments
study	proportion	proportion
studied	anthropology	preparing
studies	surgeon	surgeon
accepted	customers	customers
accept	fellowship	implement
accepts	robbery	comfort
accept	bars	helsinki
accepted	helsinki	helsinki
accepts	visits	visits
became	chose	1980s
become	arlington	professor
becomes	slow	slow
become	bonus	bonus
became	chaos	chaos
becomes	dies	dies
determined	approximate	approximate
determine	pub	pub
determines	legs	legs
determine	satisfy	satisfy
determined	differ	differ
determines	curves	curves
ensured	relies	passenger
ensure	!	!
ensures	runs	approaches
ensure	!	!
ensured	!	!
ensures	!	!
required	passenger	passenger
require	permit	permit
requires	cortex	cortex
require	scholarships	scholarships
required	developmental	theoretical
requires	diagram	diagram
became	germanic	relies
become	iraq	pub
becomes	becomes	becomes
become	diagnosed	collectors
became	theoretical	theoretical
becomes	villain	passes
preserved	approximate	approximate
preserve	inscriptions	inscriptions
preserves	runs	runs
preserve	!	!
preserved	!	!
preserves	inscriptions	canyon
paid	complaints	outright
pay	kill	kill
pays	receives	car
pay	ain	ain
paid	alberto	alberto
pays	capita	investments
began	alternate	alternate
begin	spinning	spinning
begins	phantom	phantom
begin	requires	requires
began	academy	academy
begins	phillips	phillips
returned	wagner	wagner
return	sponsor	sponsor
returns	goodman	goodman
return	adopt	adopt
returned	thesis	thesis
returns	baseman	baseman
decided	1960	outright
decide	norm	cure
decides	lap	lap
decide	convinced	convinced
decided	convinced	convinced
decides	solving	phillips
avoided	procedure	procedure
avoid	bind	jennings
avoids	boost	boost
avoid	!	!
avoided	!	!
avoids	derivative	derivative
