rougher	easier	province,
tells	tells	tells
reached	reached	attained
reach	reach	reach
reaches	reached	reached
reach	regain	regain
reached	destroyed.	destroyed.
reaches	reaching	reaching
left	trapped	trapped
leave	leaving	leave
leaves	catches	catches
leave	cure	terminal
left	ruined	ruined
leaves	touchdowns	played
studied	study,	study,
study	worked	worked
studies	retrospective	retrospective
study	research	training,
studied	research	research
studies	worked	worked
followed	distinct	distinct
follow	follow	follow
follows	follows	follows
follow	revive	revive
followed	distinct	distinct
follows	tackles	scoring
changed	distinct	distinct
change	changing	changing
changes	changes	changes
change	improvements	improvements
changed	developments	symptoms
changes	changing	changes
won	winning	winning
win	win	win
wins	victory	victory
win	win	win
won	wins,	wins,
wins	received	series)
opened	open,	winning
open	inaugurated	situated
opens	survives	aluminum
open	you"	you"
opened	arguing	arguing
opens	opened.	opened.
studied	studies	studies
study	inspiration	inspiration
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
accepted	agreed	agreed
accept	sung	sung
accepts	immigrated	immigrated
accept	got	got
accepted	agreed	denounced
accepts	regarded	regarded
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
determined	substituted	substituted
determine	pursue	evaluate
determines	determining	determining
determine	!	!
determined	!	!
determines	tries	tries
ensured	assumed	assumed
ensure	defend	defend
ensures	realizes	realizes
ensure	!	!
ensured	!	!
ensures	forget	forget
required	requires	possessed
require	enough	enough
requires	makes	makes
require	require	require
required	allows	allows
requires	integer	integer
became	became	became
become	become	become
becomes	became	became
become	marry	marry
became	became	became
becomes	becomes	becomes
preserved	isbn	isbn
preserve	sing	sing
preserves	scenic	scenic
preserve	!	!
preserved	!	!
preserves	extant	extant
paid	rushed	rushed
pay	pay	pay
pays	refuses	refuses
pay	hire	hire
paid	contracted	contracted
pays	gives	costs.
began	began	began
begin	started	started
begins	began	began
begin	continued	continued
began	continued	continued
begins	started	begins
returned	returned	returned
return	return	return
returns	returned	returned
return	requested	requested
returned	returned	returned
returns	returns	returns
decided	returned	forced
decide	organize	organize
decides	decides	decides
decide	decided	decided
decided	able	able
decides	decides	decides
avoided	liu	liu
avoid	avoid	avoid
avoids	pushing	memory
avoid	!	!
avoided	!	!
avoids	posterior	posterior
