rougher	denser	denser
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	decides	decides
preserved	protect	promote
preserve	restored	restored
preserves	protect	protect
preserve	violate	violate
preserved	maintains	maintains
preserves	well-preserved	well-preserved
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	follow	follow
follows	preceded	follows
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	held	held
holds	hold	holding
ended	led	led
end	ending	ending
ends	ends	ends
end	end	end
ended	ended	ended
ends	ends	ends
said	said	said
say	stated	stated
says	believe	says
say	said	said
said	said	said
says	stated	stated
reduced	reducing	reducing
reduce	increase	increase
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increases
built	construct	construct
build	constructed	constructed
builds	builds	builds
build	build	build
built	underwent	underwent
builds	constructed	constructed
studied	studies	undertook
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
said	said	said
say	stated	stated
says	realizes	realizes
say	said	say
said	said	stated
says	stated	says
developed	developing	developing
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	produces
develops	develops	develops
reduced	reducing	reduces
reduce	increased	decreased
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	decreased	decreased
extended	extending	extending
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	extending	extending
extends	expanded	expanded
ensured	ensuring	ensuring
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	ensured	ensured
ensures	ensure	ensure
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	preservation	preservation
preserve	restored	restored
preserves	describes	describes
preserve	collect	collect
preserved	maintains	charadriiformesfamily
preserves	restored	restored
saved	saving	saving
save	save	save
saves	saves	saves
save	save	save
saved	save	save
saves	rescued	rescued
earned	earned	earned
earn	earning	earn
earns	earned	earned
earn	earn	loyalty
earned	earned	earned
earns	earning	earning
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	tells	help
learned	discovers	convinced
learns	learn	learn
accommodated	flanked	flanked
accommodate	assistance	accommodate
accommodates	accommodates	accommodates
accommodate	accommodate	accommodate
accommodated	occupied	occupied
accommodates	accommodates	accommodates
saw	saw	saw
see	see	see
sees	sees	sees
see	seeing	attention
saw	portrayed	portrayed
sees	sees	produces
tried	tried	tried
try	attempted	attempted
tries	tries	tries
try	try	try
tried	tried	tried
tries	attempted	attempted
learned	learned	learned
learn	learn	learn
learns	learned	learns
learn	learn	learn
learned	learn	learn
learns	learns	learns
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	followed	followed
follows	preceded	preceded
found	found	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
turned	turned	then
turn	turns	bring
turns	turned	turned
turn	turned	navigate
turned	turned	interpreted
turns	turns	turns
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
improved	improved	improved
improve	improve	improve
improves	improving	improving
improve	improve	improve
improved	improved	improved
improves	improve	improve
required	required	required
require	needed	require
requires	requires	requires
require	require	require
required	required	required
requires	needed	allows
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	sells	sells
sell	sell	sell
sold	sold	sold
sells	sell	sell
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	needed	required
need	need	need
needs	needed	must
need	need	need
needed	needed	needed
needs	required	wants
gave	gave	gave
give	gives	give
gives	gives	gives
give	give	give
gave	gave	gave
gives	gives	gives
worked	works	works
work	working	volunteered
works	works	works
work	work	work
worked	work	work
works	collaborated	collaborated
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	avoided	avoided
avoids	overhears	overhears
helped	helps	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
raised	raised	raised
raise	raise	raise
raises	raised	raised
raise	produce	raise
raised	raised	raised
raises	raise	raises
began	started	started
begin	begin	begin
begins	begins	begins
begin	begin	begin
began	begun	begun
begins	begins	begins
built	built	built
build	build	build
builds	destroys	destroys
build	build	build
built	built	built
builds	constructed	sits
recognized	recognized	recognized
recognize	recognize	recognize
recognizes	recognizes	recognizes
recognize	recognize	recognize
recognized	recognized	recognized
recognizes	recognizes	recognizes
knew	knows	knows
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	know	knows
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	making	makes
included	included	included
include	include	include
includes	includes	includes
include	contains	include
included	included	included
includes	includes	includes
avoided	avoided	avoided
avoid	avoid	avoid
avoids	prevent	avoids
avoid	avoid	avoid
avoided	avoid	avoid
avoids	avoids	avoids
reduced	reducing	reducing
reduce	increased	increase
reduces	lessen	lessen
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
met	met	meets
meet	meet	meeting
meets	meets	meets
meet	meet	meet
met	met	met
meets	compositions	compositions
needed	needed	needed
need	required	required
needs	needed	needed
need	need	need
needed	served	needed
needs	required	required
liked	unlike	such
like	loved	loved
likes	unlike	unlike
like	help	help
liked	teamed	teamed
likes	paintings	paintings
reduced	improve	improve
reduce	increased	increased
reduces	improve	improve
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
saved	saved	saved
save	save	save
saves	saves	saves
save	save	save
saved	saved	saved
saves	save	save
took	taking	taken
take	take	take
takes	took	took
take	take	take
took	taken	taken
takes	takes	takes
found	finds	finds
find	find	find
finds	finds	finds
find	find	find
found	found	discovered
finds	finds	finds
knew	knows	knew
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	knows	doesn't
proved	proven	proven
prove	prove	prove
proves	discovers	discovers
prove	prove	prove
proved	proved	proved
proves	proves	proves
joined	joined	joined
join	join	join
joins	joined	joined
join	join	join
joined	joined	joined
joins	joins	joins
opened	closed	closed
open	closed	reopened
opens	opens	opens
open	negotiate	negotiate
opened	opened	opened
opens	opens	opens
went	gone	gone
go	go	go
goes	goes	goes
go	went	go
went	went	went
goes	goes	goes
returned	returned	returned
return	returning	returning
returns	returned	returned
return	return	return
returned	returned	returned
returns	returning	returns
discussed	stated	stated
discuss	debated	debated
discusses	describes	describes
discuss	discuss	discuss
discussed	stated	stated
discusses	describes	describes
wanted	wanted	wanted
want	want	want
wants	wants	wants
want	wanted	want
wanted	wanted	wanted
wants	wants	wants
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
reduced	enhance	enhance
reduce	increased	reducing
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
called	calls	calls
call	named	dubbed
calls	calls	calls
call	call	call
called	call	call
calls	named	named
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	felt	felt
felt	felt	felt
feels	feels	feels
discussed	began	began
discuss	debated	debated
discusses	discussing	discussing
discuss	discuss	discuss
discussed	describes	describes
discusses	mentioned	mentioned
thought	said	said
think	believed	believed
thinks	thinks	thinks
