rougher	tougher	tougher
heaviest	lighter	lighter
nicer	!align="right	!align="right
nice	brutal	brutal
nicest	!align="right	!align="right
nice	brutal	brutal
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
leaner	!align="right	!align="right
lean	brutal	brutal
leanest	!align="right	!align="right
lean	brutal	brutal
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	!align="right	!align="right
weak	weak	weak
weakest	!align="right	!align="right
weak	weak	weak
weaker	strongest	strongest
weakest	stronger	stronger
darker	!align="right	!align="right
dark	dark	dark
darkest	!align="right	!align="right
dark	dark	dark
darker	darker	darker
darkest	paler	paler
rougher	!align="right	!align="right
rough	creamy	creamy
roughest	!align="right	!align="right
rough	creamy	creamy
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	creamy	creamy
mightiest	!align="right	!align="right
mighty	creamy	creamy
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	!align="right	!align="right
wise	creamy	creamy
wisest	!align="right	!align="right
wise	creamy	creamy
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	laws	laws
law	legislation	legislation
products	products	products
product	product	product
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
teachers	teachers	teachers
teacher	students	students
things	things	things
thing	thing	thing
minutes	minutes	minutes
minute	seconds	minute
dollars	million	million
dollar	dollar	dollar
areas	areas	areas
area	area	area
cities	cities	cities
city	towns	towns
streets	streets	streets
street	street	street
months	year	year
month	weeks	weeks
conditions	conditions	conditions
condition	condition	unofficial
countries	countries	businessmen
country	nations	nations
operations	operations	operations
operation	operation	operational
schools	schools	schools
school	school	school
results	results	results
result	result	result
parents	employees	employees
parent	father	father
charges	charges	charges
charge	charge	charge
students	students	students
student	student	student
employees	employees	employees
employee	employee	employee
workers	workers	workers
worker	worker	worker
miles	kilometre	furlongs
mile	kilometres	mile
ways	ways	ways
way	way	way
decisions	decisions	decisions
decision	decision	decision
rights	pupils	inhabitants
right	freedoms	activist
parents	pupils	employees
parent	father	father
companies	companies	companies
company	company	company
jobs	jobs	jobs
job	job	job
authorities	authorities	authorities
authority	authority	government
rules	troubles	policies
rule	guidelines	rule
reports	reports	reports
report	report	report
programs	programs	programs
program	program	program
buildings	buildings	buildings
building	building	building
officials	unofficial	unofficial
official	authorities	authorities
dollars	months	million
dollar	rupees	kilogram
rules	months	sovereignty
rule	regulations	regulations
citizens	citizens	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
officers	officers	officers
officer	officer	officer
cities	cities	cities
city	towns	towns
experts	experts	consultant
expert	expert	expert
teachers	years	teachers
teacher	students	teacher
benefits	benefits	benefits
benefit	benefit	benefit
authorities	authorities	authorities
authority	officials	officials
games	games	games
game	game	game
cities	cities	cities
city	towns	towns
benefits	benefits	benefits
benefit	benefit	benefit
groups	groups	groups
group	group	group
authorities	responsibility	responsibility
authority	policeman	policeman
rates	rates	rates
rate	rate	rate
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
artists	artists	artists
artist	artist	artist
deaths	untimely	untimely
death	death	death
workers	workers	workers
worker	worker	worker
sports	sports	sports
sport	sport	sport
sources	sources	sources
source	source	source
women	women	women
woman	woman	woman
voters	voters	voters
voter	vote	vote
sports	sports	sports
sport	sport	sport
officers	officers	officers
officer	officer	officer
concerns	concerns	concerns
concern	concern	concern
prices	prices	prices
price	price	price
schools	schools	schools
school	school	school
feet	feet	feet
foot	meters	meters
reports	reports	reports
report	report	report
officials	officials	officials
official	minister	officer
teams	teams	teams
team	team	team
cases	cases	cases
case	case	case
relations	relating	relating
relation	relationship	relationship
residents	residents	residents
resident	inhabitants	inhabitants
issues	issues	issues
issue	issue	issue
families	families	families
family	family	family
months	year	week
month	weeks	weeks
minutes	minutes	minutes
minute	seconds	seconds
losses	losses	losses
loss	loss	loss
games	games	games
game	game	game
agencies	agencies	agencies
agency	agency	agency
times	weeks	weeks
time	twice	twice
people	persons	persons
person	persons	persons
weapons	weapons	weapons
weapon	weapon	weapon
families	families	families
family	family	family
authorities	authorities	authorities
authority	authority	authority
cases	cases	cases
case	case	case
relations	relations	relations
relation	relationship	relationship
kids	boy	loves
kid	girls	girl
authorities	authorities	authorities
authority	officials	officials
cars	cars	cars
car	car	car
people	persons	persons
person	persons	passengers
efforts	efforts	efforts
effort	effort	effort
artists	artists	artists
artist	artist	artist
students	students	students
student	pupils	student
concerns	concerns	concerns
concern	concern	concern
times	foreigners	foreigners
time	twice	twice
streets	streets	streets
street	street	street
investors	investors	investors
investor	investor	investor
dollars	dollars	dollars
dollar	million	million
days	week	week
day	months	months
laws	laws	laws
law	law	law
standards	standards	standards
standard	standard	standard
allegations	allegations	allegations
allegation	accusations	accusations
decisions	decisions	decisions
decision	decision	bothered
authorities	authorities	authorities
authority	officials	officials
conditions	conditions	conditions
condition	condition	condition
rules	months	decades
rule	guidelines	guidelines
standards	standards	standards
standard	standard	standard
parents	months	shareholders
parent	mother	mother
officers	officers	officers
officer	officer	officer
countries	nation	nation
country	country	country
terms	terms	terms
term	term	term
years	month	month
year	months	months
citizens	citizens	citizens
citizen	residents	foreigners
residents	residents	residents
resident	citizens	parishioners
businesses	businesses	businesses
business	business	bidder
drugs	drugs	drugs
drug	drug	drug
reports	reports	reports
report	report	report
reasons	reasons	reasons
reason	reason	reason
teachers	teachers	teachers
teacher	teacher	teacher
minutes	minutes	minutes
minute	seconds	seconds
analysts	analysts	analysts
analyst	observers	observers
reports	reports	reports
report	report	report
charges	charges	charges
charge	charge	charge
cars	cars	cars
car	car	car
businesses	businesses	businesses
business	companies	companies
voters	vote	vote
voter	electors	electors
patients	patients	patients
patient	patient	patient
men	woman	men
man	women	soldiers
prices	prices	prices
price	price	price
products	products	products
product	product	product
terms	father	father
term	term	term
leaders	leaders	leaders
leader	leader	leader
cars	cars	cars
car	car	car
benefits	father	immigrants
benefit	benefit	benefit
results	consequence	outcome
result	correct	correct
operations	operations	operations
operation	operation	operation
members	members	members
member	member	member
events	events	events
event	event	event
officers	officers	officers
officer	officer	officer
parties	parties	parties
party	party	party
cases	cases	cases
case	case	case
men	men	men
man	man	man
officers	officers	officers
officer	officer	officer
charges	charges	charges
charge	charge	charge
employees	employees	employees
employee	employee	employee
rights	rights	rights
right	activist	activist
hours	hours	minutes
hour	months	months
relations	regard	regard
relation	relationship	relationship
sports	sports	sports
sport	sport	sport
people	persons	persons
person	persons	persons
systems	systems	systems
system	system	system
talks	topics	topics
talk	negotiations	negotiations
officials	unofficial	unofficial
official	authorities	authorities
kids	girl	rambo
kid	girls	girls
schools	schools	schools
school	school	school
areas	areas	areas
area	area	area
points	points	points
point	point	point
owners	owners	owners
owner	owner	owner
concerns	concerns	concerns
concern	concern	concern
streets	streets	streets
street	street	street
results	results	results
result	outcome	outcome
questions	questions	questions
question	question	question
leaders	leaders	leaders
leader	leader	leader
decisions	decisions	decisions
decision	decision	decision
homes	homes	homes
home	residences	cottages
lives	lifetime	lifetime
life	resides	resides
laws	enforcement	enforcement
law	regulations	rules
issues	issues	issues
issue	issue	issue
groups	groups	groups
group	group	group
businesses	businesses	businesses
business	business	business
rates	rates	rates
rate	rate	rate
minutes	minutes	minutes
minute	seconds	seconds
games	games	games
game	game	game
points	points	points
point	point	point
workers	workers	workers
worker	worker	worker
reasons	reasons	reasons
reason	purposes	purposes
groups	groups	groups
group	group	group
students	students	students
student	student	student
families	families	families
family	family	family
times	olympics	olympics
time	twice	twice
hours	hours	hours
hour	minutes	hour
standards	standards	standards
standard	standard	standard
teams	teams	teams
team	team	team
officers	officers	officers
officer	officer	officer
cases	cases	cases
case	case	case
relations	relations	relations
relation	relationship	relationship
cities	cities	cities
city	towns	towns
teachers	teachers	teachers
teacher	teacher	teacher
owners	owners	owners
owner	owner	owner
parties	parties	parties
party	party	party
analysts	journalists	journalists
analyst	historian	historian
schools	schools	schools
school	school	school
products	products	products
product	product	product
rules	civilians	countries
rule	standards	standards
deaths	deaths	deaths
death	death	death
months	year	year
month	weeks	weeks
drugs	drugs	drugs
drug	drug	drug
men	woman	woman
man	man	man
officials	unofficial	unofficial
official	authorities	authorities
employees	employees	employees
employee	workers	attendees
drugs	drugs	drugs
drug	drug	drug
friends	friends	friends
friend	friend	friend
laws	laws	laws
law	law	law
decisions	decisions	decisions
decision	decision	decision
plans	plans	plans
plan	plan	plan
rates	rates	rates
rate	rate	rate
analysts	analysts	analysts
analyst	experts	liaison
relations	relating	relating
relation	relationships	relationships
benefits	benefits	benefits
benefit	benefit	benefit
members	members	members
member	member	member
operations	operations	operations
operation	operation	operation
cities	cities	cities
city	city	city
questions	questions	questions
question	question	question
women	person	person
woman	girls	girls
problems	problems	problems
problem	problem	problem
results	results	results
result	result	result
citizens	citizenship	citizenship
citizen	residents	residents
questions	questions	questions
question	question	question
events	events	events
event	event	event
rates	rates	rates
rate	rate	rate
weeks	month	month
week	months	months
talks	eat	eat
talk	negotiations	deal
terms	terms	terms
term	term	term
agencies	agencies	agencies
agency	agency	agency
parties	parties	parties
party	party	party
streets	streets	streets
street	street	street
minutes	minutes	minutes
minute	minute	minute
products	products	products
product	product	product
men	woman	men
man	man	man
lines	lines	lines
line	line	line
services	services	services
service	service	service
investors	investors	investments
investor	investment	venture
women	women	women
woman	men	woman
groups	groups	groups
group	group	group
voters	turnout	turnout
voter	vote	vote
employees	employees	employees
employee	employee	employee
products	products	products
product	product	product
students	students	students
student	pupils	pupils
benefits	benefits	benefits
benefit	benefit	benefit
drugs	drugs	drugs
drug	drug	drug
workers	workers	workers
worker	worker	worker
minutes	minutes	minutes
minute	seconds	seconds
years	month	month
year	months	months
concerns	concerns	concerns
