rougher	finer	finer
opens	opens	opens
open	bring	bring
opened	opened	opened
opens	provides	opens
continued	continued	continued
continue	continue	continue
continues	continues	continues
continue	continue	continue
continued	continued	continued
continues	continues	continues
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
proved	proved	proved
prove	prove	prove
proves	proves	proves
prove	prove	prove
proved	proved	proved
proves	proves	proves
helped	helps	helped
help	helping	helping
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helping
called	calls	calls
call	termed	termed
calls	calls	calls
call	call	call
called	call	call
calls	named	calls
considered	considers	considers
consider	regarded	regarded
considers	considers	considers
consider	consider	consider
considered	considered	considered
considers	regarded	regarded
asked	asks	asks
ask	invited	invited
asks	asks	asks
ask	ask	ask
asked	asked	asked
asks	invited	invited
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provides	provides
eliminated	eliminating	eliminating
eliminate	eliminate	eliminate
eliminates	eliminating	eliminating
eliminate	reduce	reduce
eliminated	arose	arose
eliminates	betrays	betrays
thought	felt	felt
think	believed	believed
thinks	thinks	thinks
think	think	think
thought	think	think
thinks	believed	believed
showed	shows	shows
show	showing	showing
shows	shows	shows
show	show	show
showed	show	show
shows	showing	showing
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
paid	paid	paid
pay	pay	pay
pays	paying	paying
pay	paid	pay
paid	paid	paid
pays	pay	pay
remained	remained	remained
remain	remain	remain
remains	remained	remains
remain	remain	remain
remained	remained	remained
remains	remains	remains
bought	bought	bought
buy	purchased	purchased
buys	sell	owns
buy	buy	buy
bought	bought	bought
buys	purchased	purchased
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	seek	seek
sought	sought	sought
seeks	seeking	seeks
produced	produces	produces
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	producing	producing
produces	written	written
thought	saw	saw
think	believed	believed
thinks	knows	knows
think	think	think
thought	replied	replied
thinks	believed	believed
understood	comprehend	discusses
understand	understand	understand
understands	comprehend	comprehend
understand	understand	understand
understood	did	did
understands	understand	understand
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
reduced	reducing	reducing
reduce	increased	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
felt	felt	felt
feel	feel	feel
feels	feels	feeling
feel	felt	felt
felt	felt	felt
feels	feels	feels
required	requires	required
require	needed	necessary
requires	requires	requires
require	require	require
required	require	requiring
requires	necessary	necessary
played	played	played
play	playing	play
plays	plays	plays
play	play	play
played	played	played
plays	playing	meets
happened	happened	happened
happen	happens	happen
happens	occur	occur
happen	happened	happened
happened	happened	happened
happens	happens	happens
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	came	came
open	closed	closed
opens	opens	opens
open	open	open
opened	opened	opened
opens	closed	closed
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	decides	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	promote	promote
preserve	restored	restored
preserves	protect	protect
preserve	violate	violate
preserved	contains	contains
preserves	well-preserved	well-preserved
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	followed	followed
follows	follows	follows
studied	studies	taught
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	held	held
holds	holding	holding
ended	led	led
end	ending	ends
ends	ends	ends
end	end	end
ended	ended	ended
ends	ends	ends
said	said	said
say	stated	stated
says	said	says
say	said	said
said	said	said
says	stated	says
reduced	reducing	reducing
reduce	increased	increase
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	reduces	reduces
built	construct	construct
build	constructed	constructed
builds	builds	builds
build	build	build
built	underwent	underwent
builds	constructed	constructed
studied	studies	meta-analysis
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
said	witnessed	witnessed
say	stated	says
says	realizes	realizes
say	said	said
said	stated	stated
says	says	says
developed	developing	developing
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	underwent	underwent
develops	develops	develops
reduced	reducing	reducing
reduce	reduce	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	decreased	decreased
extended	extending	extending
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	lasted	lasted
extends	expanded	expanded
ensured	ensuring	ensuring
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	ensured	ensured
ensures	ensure	ensure
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	preservation	preservation
preserve	remain	remain
preserves	describes	describes
preserve	collect	collect
preserved	preserve	preserve
preserves	intact	intact
saved	saving	saving
save	save	save
saves	saves	saves
save	save	save
saved	save	save
saves	rescued	rescued
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	earn	loot
earned	earned	earned
earns	earning	earning
paid	paid	paid
pay	pay	pay
pays	paid	pays
pay	pay	pay
paid	paid	paid
pays	pay	pay
learned	learned	influenced
learn	learn	learn
learns	learned	learned
learn	help	help
learned	convinced	convinced
learns	learn	learn
accommodated	influenced	influenced
accommodate	assistance	help
accommodates	accommodates	accommodates
accommodate	accommodate	accommodate
accommodated	owned	owned
accommodates	offers	offers
saw	saw	saw
see	help	see
sees	sees	sees
see	attention	attention
saw	portrayed	portrayed
sees	sees	sees
tried	tried	tried
try	attempted	attempted
tries	tries	tries
try	try	try
tried	tried	tried
tries	attempted	attempted
learned	learned	learned
learn	learn	learn
learns	learns	learns
learn	learn	learn
learned	explained	explained
learns	learns	learns
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	followed	followed
follows	preceded	preceded
found	found	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
turned	turned	turned
turn	turn	turn
turns	turns	turns
turn	turn	turn
turned	turned	turned
turns	turns	turns
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
improved	improved	improved
improve	improve	improve
improves	improves	improves
improve	improve	improve
improved	maintained	hampered
improves	improve	improve
required	requires	required
require	necessary	necessary
requires	requires	requires
require	require	require
required	required	required
requires	needed	needed
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	sells	sells
sell	sell	sell
sold	sold	sold
sells	sell	sell
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	required	required
need	need	need
needs	needs	needs
need	need	need
needed	needed	needed
needs	required	wants
gave	giving	giving
give	gives	gives
gives	gives	gives
give	give	give
gave	gave	gave
gives	gives	gives
worked	works	works
work	working	working
works	works	works
work	work	work
worked	work	work
works	working	collaborated
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	occur	occur
avoids	avoids	avoids
helped	helps	helped
help	promote	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
raised	raised	raised
raise	raise	raise
raises	raised	raised
raise	raise	raise
raised	raised	raised
