rougher	poorly	poorly
think	think	think
thought	think	think
thinks	believed	believed
showed	shows	shows
show	showing	showing
shows	shows	shows
show	show	show
showed	show	show
shows	reveals	reveals
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
looked	looking	looking
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
paid	paying	paying
pay	pay	pay
pays	paying	paying
pay	paid	paid
paid	paid	paid
pays	pay	pay
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remains	remains
bought	purchase	bought
buy	purchased	purchased
buys	purchase	buys
buy	buy	buy
bought	bought	took
buys	purchased	purchased
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	seek	seek
sought	sought	sought
seeks	seeking	seeks
produced	produces	produces
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	produce	producing
produces	directed	directed
thought	says	says
think	believed	believed
thinks	thinks	thinks
think	think	think
thought	says	replied
thinks	believed	believed
understood	know	discusses
understand	understand	understand
understands	know	explains
understand	understand	understand
understood	did	did
understands	understand	understand
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
reduced	reduces	reduces
reduce	increased	increased
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
felt	felt	felt
feel	feels	feels
feels	feels	feeling
feel	felt	felt
felt	felt	felt
feels	feels	feels
required	requires	required
require	needed	require
requires	requires	requires
require	require	require
required	require	requiring
requires	necessary	require
played	played	played
play	play	play
plays	plays	plays
play	play	play
played	played	played
plays	playing	playing
happened	happened	happened
happen	happen	happen
happens	occur	occur
happen	happened	undergo
happened	happened	happened
happens	happens	happens
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	came	opened
open	closed	closed
opens	opens	opens
open	open	open
opened	opened	opened
opens	closed	closed
felt	feels	feels
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	agreed	agreed
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	maintain	protect
preserve	restored	restored
preserves	protect	protect
preserve	violate	violate
preserved	transmits	lighthouses
preserves	well-preserved	well-preserved
followed	took	took
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	took	took
follows	follow	follow
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	held	held
holds	hold	hold
ended	led	led
end	ending	ends
ends	ends	ends
end	end	end
ended	ended	ended
ends	ends	ends
said	said	said
say	stated	stated
says	said	said
say	said	said
said	said	said
says	stated	stated
reduced	reducing	reducing
reduce	increased	increase
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
built	construct	construct
build	constructed	constructed
builds	builds	builds
build	build	build
built	underwent	underwent
builds	constructed	constructed
studied	studies	undertook
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
said	said	said
say	stated	explained
says	realizes	realizes
say	stated	say
said	stated	stated
says	says	says
developed	developing	developing
develop	develop	develop
develops	develops	develops
develop	develop	apply
developed	developed	underwent
develops	develops	develops
reduced	reduces	reduces
reduce	increased	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	decreased
extended	extending	extending
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	extending	extending
extends	expanded	expanded
ensured	ensuring	ensuring
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	ensuring	ensuring
ensures	prevents	prevents
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	preservation	preservation
preserve	conserved	conserved
preserves	preserves	preserves
preserve	preserve	preserve
preserved	contains	mounds
preserves	well-preserved	conserved
saved	saving	saving
save	save	save
saves	saves	saves
save	save	save
saved	save	save
saves	rescued	rescued
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	earn	earn
earned	earned	earned
earns	earning	earns
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	help	help
learned	discovers	convinced
learns	learn	learn
accommodated	flanked	flanked
accommodate	assistance	accommodate
accommodates	accommodates	accommodates
accommodate	assistance	accommodate
accommodated	followed	followed
accommodates	provides	provides
saw	saw	saw
see	help	began
sees	makes	gives
see	attention	attention
saw	portrayed	portrayed
sees	sees	sees
tried	tried	tried
try	attempted	attempted
tries	tries	tries
try	try	try
tried	try	try
tries	attempted	attempted
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	learn	learn
learned	explained	explained
learns	learn	learn
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	define	define
followed	interpreted	interpreted
follows	preceded	preceded
found	finding	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
turned	turning	turning
turn	turn	turn
turns	turns	turns
turn	turned	turned
turned	interpreted	interpreted
turns	turns	turns
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
improved	improved	improved
improve	improve	improve
improves	improves	improves
improve	improve	improve
improved	maintained	improved
improves	improve	improve
required	requires	requires
require	require	require
requires	requires	requires
require	require	require
required	require	require
requires	needed	needed
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	sells	sells
sell	sell	sell
sold	sold	sold
sells	sell	sells
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	needed	needed
need	need	need
needs	needs	needs
need	need	need
needed	needed	needed
needs	need	need
gave	giving	giving
give	gives	gives
gives	gives	gives
give	give	give
gave	gave	gave
gives	gives	gives
worked	works	works
work	working	working
works	works	works
work	work	work
worked	work	work
works	working	collaborated
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	occur	occur
avoids	ignores	ignores
helped	helps	helps
help	manage	manage
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
raised	raised	raised
raise	raise	raise
raises	raises	raises
raise	raise	raise
raised	raised	raised
raises	raises	raises
began	started	started
begin	begin	begin
begins	begins	begins
begin	begin	begin
began	begun	begun
begins	begins	begins
built	built	built
build	build	build
builds	builds	destroys
build	build	build
built	built	built
builds	constructed	build
recognized	recognized	recognized
recognize	recognize	recognize
recognizes	recognizes	recognizes
recognize	recognize	recognize
recognized	recognized	recognized
recognizes	recognizes	recognizes
knew	knows	knows
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	knows	knows
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	making	making
included	included	included
include	include	include
includes	includes	includes
include	contains	contains
included	included	included
includes	includes	includes
avoided	avoided	avoided
avoid	avoid	avoid
avoids	prevent	avoided
avoid	avoid	avoid
avoided	spent	spent
avoids	avoiding	avoiding
reduced	reducing	reducing
reduce	increased	increased
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
met	meets	meets
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	compositions	compositions
needed	needed	needed
need	necessary	need
needs	needed	needed
need	need	need
needed	served	struggled
needs	required	necessary
liked	unlike	such
like	really	introspective
likes	unlike	unlike
