rougher	denser	denser
remain	remain	remain
remained	remained	remained
remains	remain	remains
bought	sell	bought
buy	purchased	purchased
buys	sell	owns
buy	buy	buy
bought	bought	bought
buys	purchased	purchased
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	seek	seek
sought	sought	sought
seeks	seeks	seeks
produced	produces	produces
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	producing	producing
produces	written	written
thought	thinking	thinking
think	believed	believed
thinks	thinking	thinking
think	think	think
thought	replied	replied
thinks	believed	believed
understood	comprehend	discusses
understand	understand	understand
understands	explains	explains
understand	understand	understand
understood	did	did
understands	thought	thought
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
reduced	reducing	reducing
reduce	increased	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	felt	felt
felt	felt	felt
feels	feels	feels
required	required	required
require	necessary	require
requires	requires	requires
require	require	require
required	require	required
requires	necessary	necessary
played	played	played
play	playing	play
plays	plays	plays
play	play	play
played	played	played
plays	playing	meets
happened	happened	happened
happen	happen	happen
happens	occur	occur
happen	happened	happened
happened	happened	happened
happens	happens	happens
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	opened	opened
open	closed	closed
opens	opens	opens
open	open	open
opened	opened	opened
opens	closed	opens
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	decides	decides
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	promote	promote
preserve	restored	restored
preserves	protect	protect
preserve	violate	violate
preserved	contains	contains
preserves	well-preserved	well-preserved
followed	took	took
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	took	introduces
follows	follows	follows
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	held	held
holds	holds	holds
ended	led	led
end	ending	ends
ends	ends	ends
end	end	end
ended	ended	ended
ends	ends	ends
said	said	said
say	stated	stated
says	says	says
say	said	said
said	said	said
says	stated	stated
reduced	reducing	reducing
reduce	increased	increase
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	decreased	decreased
built	construct	construct
build	constructed	constructed
builds	construct	builds
build	build	build
built	underwent	underwent
builds	constructed	constructed
studied	studies	undertook
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
said	witnessed	concluded
say	stated	says
says	says	hears
say	said	said
said	stated	stated
says	says	says
developed	developing	developing
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	underwent
develops	developing	developing
reduced	reducing	reducing
reduce	decreased	decreased
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	decreased	decreased
extended	extending	extending
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	extending	stretched
extends	expanded	expanded
ensured	ensuring	ensuring
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	ensure	ensure
ensures	allows	assures
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	preserving	preserving
preserve	conserved	conserved
preserves	describes	describes
preserve	collect	collect
preserved	depressariidae	depressariidae
preserves	intact	intact
saved	saving	saving
save	save	save
saves	saves	saves
save	save	save
saved	save	save
saves	rescued	rescued
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	earn	earn
earned	earned	earned
earns	earn	earn
paid	paid	paid
pay	pay	pay
pays	paid	pays
pay	pay	pay
paid	paid	paid
pays	pay	pay
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	help	help
learned	convinced	convinced
learns	learn	learn
accommodated	flanked	flanked
accommodate	assistance	aid
accommodates	allows	creates
accommodate	assistance	peloton
accommodated	owned	owned
accommodates	offers	offers
saw	saw	rediscovered
see	help	came
sees	sees	sees
see	attention	attention
saw	portrayed	portrayed
sees	makes	makes
tried	tried	tried
try	attempted	attempted
tries	tries	tries
try	try	try
tried	tried	tried
tries	attempted	attempted
learned	learned	learned
learn	learn	learn
learns	wants	wants
learn	learn	learn
learned	learned	learned
learns	learn	learns
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	followed	followed
follows	follows	follows
found	finding	found
find	find	find
finds	finds	finds
find	find	find
found	find	find
finds	finds	finds
turned	turned	turned
turn	turn	turn
turns	turning	turning
turn	turned	navigate
turned	turned	turned
turns	turns	turn
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
improved	improved	improved
improve	improve	improve
improves	improves	improves
improve	improve	improve
improved	maintained	maintained
improves	improve	improve
required	required	required
require	necessary	allow
requires	requires	requires
require	require	require
required	required	required
requires	needed	allows
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	sells	sells
sell	sell	sell
sold	sold	sold
sells	sell	sell
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	required	required
need	need	need
needs	needs	danger
need	need	need
needed	needed	needed
needs	required	learns
gave	gave	gave
give	gives	gives
gives	gives	gives
give	give	give
gave	gave	gave
gives	gives	gives
worked	works	works
work	working	working
works	works	works
work	work	work
worked	work	work
works	working	collaborated
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	occur	occur
avoids	learns	avoiding
helped	helps	helps
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
raised	raised	raised
raise	raise	raise
raises	raised	raised
raise	raise	raise
raised	raised	raised
raises	raise	raises
began	started	started
begin	begin	begin
begins	begins	begins
begin	begin	begin
began	begun	begun
begins	started	begins
built	built	built
build	build	build
builds	built	destroys
build	build	build
built	built	built
builds	constructed	sits
recognized	recognized	recognized
recognize	recognize	recognize
recognizes	recognizes	represents
recognize	recognize	recognize
recognized	recognized	recognized
recognizes	recognizes	recognizes
knew	knows	knows
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	know	knows
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	making	makes
included	included	included
include	include	include
includes	includes	includes
include	contains	contains
included	contains	included
includes	includes	includes
avoided	prevent	avoided
avoid	avoid	avoid
avoids	prevent	avoids
avoid	avoid	avoid
avoided	feuded	feuded
avoids	avoid	avoids
reduced	reducing	reducing
reduce	increased	reduce
reduces	reducing	reducing
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
met	meets	meets
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	compositions	compositions
needed	needed	needed
need	required	need
needs	needed	needed
need	need	need
needed	wants	wants
needs	required	required
liked	unlike	unlike
like	loved	loved
likes	unlike	unlike
like	wants	wants
liked	teamed	teamed
likes	artworks	artworks
reduced	minimize	minimize
reduce	increased	increased
reduces	reducing	reducing
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
served	served	served
serve	serving	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
saved	saves	saves
save	save	save
saves	saves	saves
save	save	save
saved	saved	saved
saves	save	save
took	taking	taking
take	take	take
