rougher	riders	riders
pretty	r&b	r&b
prettiest	!align="right	!align="right
pretty	r&b	r&b
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
smoother	!align="right	!align="right
smooth	r&b	r&b
smoothest	!align="right	!align="right
smooth	r&b	r&b
smoother	!align="right	!align="right
smoothest	!align="right	!align="right
fresher	!align="right	!align="right
fresh	r&b	r&b
freshest	!align="right	!align="right
fresh	r&b	r&b
fresher	!align="right	!align="right
freshest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	pace	pace
faster	slow	slow
fast	slower	slower
worse	good	good
bad	worst	worst
worst	good	good
bad	disaster	disaster
worse	disaster	disaster
worst	worst	worst
higher	school	school
high	low	low
highest	school	school
high	peak	peak
higher	peak	peak
highest	low	low
costlier	expensive	expensive
costly	!align="right	!align="right
costliest	expensive	expensive
costly	!align="right	!align="right
costlier	!align="right	!align="right
costliest	!align="right	!align="right
firmer	llp	llp
firm	!align="right	!align="right
firmest	llp	llp
firm	!align="right	!align="right
firmer	!align="right	!align="right
firmest	!align="right	!align="right
steeper	slopes	slopes
steep	!align="right	!align="right
steepest	slopes	slopes
steep	!align="right	!align="right
steeper	!align="right	!align="right
steepest	!align="right	!align="right
greener	!align="right	!align="right
green	phone	phone
greenest	!align="right	!align="right
green	phone	phone
greener	!align="right	!align="right
greenest	!align="right	!align="right
smaller	!align="right	!align="right
small	larger	phones
smallest	!align="right	!align="right
small	phones	phones
smaller	graph	graph
smallest	larger	larger
narrower	!align="right	!align="right
narrow	apps	phone
narrowest	!align="right	!align="right
narrow	phone	phone
narrower	!align="right	!align="right
narrowest	narrow	narrow
cleaner	!align="right	!align="right
clean	phone	samsung
cleanest	!align="right	!align="right
clean	phone	phone
cleaner	!align="right	!align="right
cleanest	fuels	fuels
riskier	!align="right	!align="right
risky	phone	phone
riskiest	!align="right	!align="right
risky	phone	phone
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
newer	!align="right	!align="right
new	ducks	ducks
newest	!align="right	!align="right
new	cosmos	cosmos
newer	proximity	proximity
newest	usb	usb
wilder	!align="right	!align="right
wild	mckay	mckay
wildest	!align="right	!align="right
wild	ducks	ducks
wilder	!align="right	!align="right
wildest	thornton	thornton
narrower	!align="right	colspan=3|total
narrow	narrow	narrow
narrowest	!align="right	colspan=3|total
narrow	ducks	ducks
narrower	!align="right	!align="right
narrowest	narrow	narrow
safer	!align="right	!align="right
safe	ducks	ducks
safest	!align="right	!align="right
safe	ducks	ducks
safer	!align="right	!align="right
safest	cheaper	cheaper
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
meaner	!align="right	!align="right
mean	uprisings	uprisings
meanest	!align="right	!align="right
mean	uprisings	uprisings
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	lighter	lighter
heaviest	!align="right	!align="right
heavy	heavy	heavier
heavier	weigh	weigh
heaviest	lighter	lighter
nicer	!align="right	!align="right
nice	uprisings	uprisings
nicest	!align="right	!align="right
nice	uprisings	uprisings
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	slow	bowler
faster	slow	slow
fast	slower	slower
leaner	!align="right	!align="right
lean	uprisings	uprisings
leanest	!align="right	!align="right
lean	uprisings	uprisings
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	!align="right	!align="right
weak	stronger	stronger
weakest	!align="right	!align="right
weak	glands	glands
weaker	!align="right	!align="right
weakest	stronger	stronger
darker	!align="right	!align="right
dark	pale	pale
darkest	!align="right	!align="right
dark	glands	glands
darker	!align="right	!align="right
darkest	paler	paler
rougher	!align="right	!align="right
rough	glands	glands
roughest	!align="right	!align="right
rough	glands	glands
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	glands	glands
mightiest	!align="right	!align="right
mighty	glands	glands
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	!align="right	!align="right
wise	glands	glands
wisest	!align="right	!align="right
wise	glands	glands
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	laws	laws
law	act	act
products	age	age
product	2011-12	export
changes	older	older
change	2011-12	2010-2011
citizens	age	age
citizen	citizenship	1.5
teachers	age	age
teacher	students	school
things	residing	there's
thing	something	something
minutes	residing	residing
minute	penalty	pts
dollars	cents	cents
dollar	euros	euros
areas	density	density
area	grassland	grassland
cities	density	density
city	towns	towns
streets	avenue	avenue
street	street	street
months	lawyers	lawyers
month	days	days
conditions	syndrome	situation
condition	website	website
countries	number	number
country	europe	europe
operations	operations	iraqi
operation	logistics	logistics
schools	schools	students
school	school	school
results	resulting	resulting
result	contested	contested
parents	holdings	holdings
parent	child	child
charges	charged	charged
charge	guilty	guilty
students	students	students
student	school	school
employees	employees	employees
employee	employee	employee
workers	workers	workers
worker	labor	labor
miles	density	households
mile	6km	2km
ways	them	them
way	situation	behavior
decisions	court's	court's
decision	judicial	judicial
rights	left	left
right	equality	activism
parents	subsidiary	subsidiary
parent	father	father
companies	subsidiary	subsidiary
company	company	company
jobs	full-time	full-time
job	workers	workers
authorities	secondary	vested
authority	officials	officials
rules	empire	empire
rule	geelong	geelong
reports	reports	reports
report	report	report
programs	programs	programs
program	program	program
buildings	three-story	buildings
building	houses	houses
officials	website	website
official	government	government
dollars	currency	coins
dollar	euros	millions
rules	empire	empire
rule	geelong	geelong
citizens	naturalized	naturalized
citizen	citizenship	citizenship
questions	questions	questions
question	question	question
officers	commander	commander
officer	cadets	cadets
cities	metropolitan	cities
city	towns	towns
experts	consultant	consultant
expert	academics	academics
teachers	worked	worked
teacher	students	students
benefits	benefits	benefits
benefit	benefit	compensation
authorities	transportation	transportation
authority	officials	officials
games	nintendo	nintendo
game	game	game
cities	town	town
city	towns	towns
benefits	benefits	benefits
benefit	pension	pension
groups	groups	groups
group	group	group
authorities	commission	commission
authority	man	government
rates	poverty	poverty
rate	mortality	mortality
changes	ages	ages
change	change	change
citizens	non-swiss	non-swiss
citizen	citizen	citizen
questions	questions	questions
question	answer	answer
artists	illustrator	illustrator
artist	artist	artist
deaths	his	his
death	fatalities	fatalities
workers	workers	workers
worker	labor	labor
sports	sports	sports
sport	softball	softball
sources	sources	sources
source	source	source
women	man	man
woman	sexuality	discrimination
voters	turnout	turnout
voter	turnout	turnout
sports	sports	sports
sport	softball	softball
officers	commanding	commanding
officer	officer	officer
concerns	concerns	concerns
concern	concern	concern
prices	prices	prices
price	price	price
schools	schools	schools
school	school	school
feet	feet	feet
foot	meters	meters
reports	officials	officials
report	reporting	reporting
officials	officials	officials
official	government	cabinet
teams	basketball	teams
team	round-robin	round-robin
cases	court	court
case	criminal	criminal
relations	implications	implications
relation	diplomatic	bilateral
residents	immigration	immigration
resident	living	living
issues	issues	issues
issue	topics	topics
families	moth	moth
family	households	households
months	day	day
month	days	days
minutes	minutes	minutes
minute	minute	minute
losses	02	02
loss	wins	wins
games	wii	wii
game	game	game
agencies	agencies	agencies
agency	agency	agency
times	spent	spent
time	daily	daily
people	pronouns	pronouns
person	residing	residing
weapons	weapons	weapons
weapon	weapon	weapon
families	genus	genus
family	population	population
authorities	delegated	delegated
authority	officials	officials
cases	court	cases
case	case	case
relations	implications	implications
relation	diplomatic	diplomatic
kids	rappers	rappers
kid	wb	wb
authorities	responsibilities	responsibilities
authority	issued	issued
cars	cars	cars
car	car	car
people	pronouns	singular
person	residing	residing
efforts	efforts	efforts
effort	effort	effort
artists	artists	artists
artist	painters	painters
students	students	students
student	grades	grades
concerns	concerns	concerns
concern	concern	concern
times	months	months
time	magazine	magazine
streets	avenue	avenue
street	street	street
investors	investors	investors
investor	investment	investment
dollars	currency	cents
dollar	euros	euros
days	celebration	celebration
day	lasts	lasts
laws	laws	provisions
law	law	law
standards	iso	iso
standard	guidelines	guidelines
allegations	allegations	allegations
allegation	accusations	inquiry
decisions	court's	court's
decision	judicial	judicial
authorities	oversight	oversight
authority	officials	officials
conditions	diagnosed	diagnosed
condition	weather	weather
rules	empire	empire
rule	afl	afl
standards	optional	optional
standard	requirements	guidelines
parents	subsidiary	subsidiary
parent	mother	mother
officers	lieutenant	lieutenant
officer	officer	officer
countries	billboard	uk
country	europe	europe
terms	terms	terms
term	term	term
years	newsweek	newsweek
year	age	age
citizens	columnist	tribune
citizen	citizenship	citizenship
residents	columnist	columnist
resident	living	household
businesses	entrepreneurial	entrepreneurial
business	retail	retail
drugs	drugs	drugs
drug	drug	drug
reports	reported	reported
report	report	report
reasons	soldiers	soldiers
reason	lack	when
teachers	teachers	teachers
teacher	teacher	teacher
minutes	90th	90th
minute	scored	scored
analysts	commentator	commentator
analyst	economists	economists
reports	reports	reports
report	report	documents
charges	charged	charges
charge	guilty	guilty
cars	cars	cars
car	car	car
businesses	management	management
business	shops	shops
voters	turnout	turnout
voter	turnout	turnout
patients	patients	patients
patient	treatment	treatment
men	woman	woman
man	enlisted	enlisted
prices	prices	prices
price	price	price
products	father	childhood
product	company	company
terms	terms	terms
term	term	term
leaders	party	father
leader	subsidiary	merger
cars	cars	cars
car	car	audi
benefits	benefits	benefits
benefit	insurance	insurance
results	causes	causes
result	left	left
operations	operations	operations
operation	force	force
members	elected	chairperson
member	left	left
events	freestyle	women's
event	left	left
officers	commanding	commanding
officer	staff	staff
parties	labour	labour
party	party	party
cases	court	court
case	criminal	criminal
men	young	young
man	soldiers	wounded
officers	commanding	commanding
officer	officer	officer
charges	charged	charged
charge	guilty	guilty
employees	employees	employees
employee	employee	employee
rights	left	left
right	equality	equality
hours	hours	hours
hour	hour	weekday
relations	theory	theory
relation	diplomatic	affairs
sports	sports	sports
sport	sport	sport
people	verb	singular
person	density	square
systems	systems	systems
system	system	applications
talks	show	tonight
talk	negotiations	meetings
officials	myspace	myspace
official	government	government
kids	habitats	moist
kid	wb	wb
schools	schools	schools
school	school	school
areas	land	land
area	grasslands	grasslands
points	corruption	breaking
