rougher	terrain	terrain
seek	seek	seek
seeks	seeking	seeks
seek	seek	seek
sought	sought	helped
seeks	wants	tries
came	want	want
come	brought	brought
comes	want	want
come	word	derives
came	derives	derives
comes	went	went
used	used	used
use	use	describe
uses	used	used
use	using	using
used	using	using
uses	use	use
learned	teach	learned
learn	learn	learn
learns	lesson	lesson
learn	discovers	discovers
learned	discovers	discovers
learns	learn	learn
went	let	want
go	came	started
goes	want	want
go	sees	sees
went	finds	gets
goes	next	next
held	hands	hands
hold	events	events
holds	will	will
hold	degree	degree
held	degree	approval
holds	events	events
got	take	take
get	i	i
gets	tell	tell
get	got	got
got	got	got
gets	getting	getting
began	sometimes	completed
begin	dial	dial
begins	starts	starts
begin	continues	continues
began	continues	continues
begins	call	call
accepted	leave	leave
accept	calls	rejected
accepts	leave	leave
accept	agrees	reluctantly
accepted	agrees	genuinely
accepts	rejected	rejected
became	although	although
become	dialing	dialing
becomes	increasingly	increasingly
become	become	become
became	become	become
becomes	call	dialing
discussed	meeting	forum
discuss	questions	questions
discusses	discussions	discussions
discuss	discussed	discussed
discussed	discussed	discussed
discusses	questions	questions
protected	protection	protection
protect	wildlife	wildlife
protects	protection	protection
protect	meetings	meetings
protected	protection	protection
protects	wildlife	wildlife
brought	save	save
bring	came	bring
brings	save	save
bring	meetings	experts
brought	experts	experts
brings	came	came
started	end	end
start	began	began
starts	end	end
start	meetings	meetings
started	era	era
starts	began	career
eliminated	eliminating	eliminating
eliminate	semi-finals	semi-finals
eliminates	eliminating	eliminating
eliminate	meetings	meetings
eliminated	eliminating	eliminating
eliminates	semi-finals	semi-finals
accommodated	seating	modernized
accommodate	accommodates	accommodates
accommodates	seating	seating
accommodate	accommodated	accommodated
accommodated	accommodated	accommodated
accommodates	accommodates	accommodates
reached	reached	reached
reach	singles	singles
reaches	reaching	reaching
reach	unplugged	stream
reached	river	river
reaches	singles	singles
knew	think	i
know	else	else
knows	think	think
know	thinks	thinks
knew	thinks	thinks
knows	loved	loved
sent	sent	sent
send	unplugged	unplugged
sends	sending	sending
send	unplugged	unplugged
sent	sent	sent
sends	send	send
called	calls	calls
call	featured	featured
calls	calls	calls
call	shows	shows
called	call	call
calls	sometimes	sometimes
worked	works	works
work	featured	featured
works	life	life
work	concert	performances
worked	work	masterpieces
works	working	working
earned	earned	earned
earn	earn	earn
earns	earning	earning
earn	bonuses	bonuses
earned	earned	earned
earns	earn	wettest
protected	protecting	protecting
protect	protection	protection
protects	protecting	protecting
protect	protected	protected
protected	earned	protected
protects	wildlife	protection
met	earned	conform
meet	whom	meet
meets	comply	meets
meet	meet	meet
met	earned	acclaim
meets	whom	friend
got	go	go
get	get	get
gets	know	telling
get	angry	got
got	critics	critics
gets	getting	getting
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	customize	customize
built	earned	earned
builds	constructed	constructed
won	victory	victory
win	winning	winning
wins	victory	victory
win	record	record
won	victories	record
wins	winning	winning
provided	providing	providing
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	providing	providing
provides	provide	provide
built	construction	construction
build	constructed	constructed
builds	construct	construction
build	hands-on	hands-on
built	learnt	learnt
builds	constructed	constructed
asked	asking	asking
ask	wanted	help
asks	asks	asks
ask	ask	ask
asked	learnt	replied
asks	asks	asks
thought	i	've
think	find	make
thinks	know	tell
think	doesn	what
thought	everything	what
thinks	discovers	finds
resolved	resolved	resolved
resolve	disputes	disputes
resolves	resolved	resolved
resolve	ourselves	ourselves
resolved	resolved	resolve
resolves	dispute	dispute
offered	offering	offering
offer	offers	offers
offers	offering	offering
offer	courses	baccalaureate
offered	courses	courses
offers	offers	offers
had	been	been
have	23.4	23.4
has	been	been
have	since	since
had	since	since
has	were	21.4
avoided	prevent	due
avoid	involve	involve
avoids	avoiding	avoiding
avoid	avoiding	avoiding
avoided	avoiding	avoiding
avoids	avoiding	avoiding
developed	developing	achieve
develop	ported	versions
develops	developing	developing
develop	produces	produces
developed	develop	develop
develops	ported	ported
stayed	leave	leave
stay	staying	staying
stays	stays	stays
stay	stay	stay
stayed	staying	staying
stays	weeks	weeks
proved	proving	proving
prove	prove	prove
proves	proving	proving
prove	prove	prove
proved	proved	proved
proves	proves	proves
brought	help	help
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	finds	finds
brings	brings	brings
liked	what	what
like	've	've
likes	really	really
like	afraid	afraid
liked	admits	admits
likes	stuff	stuff
served	serving	serving
serve	deputy	deputy
serves	serving	serving
serve	pre-kindergarten	pre-kindergarten
served	executive	executive
serves	deputy	deputy
supported	supported	supported
support	support	support
supports	assistance	assistance
support	supported	supported
supported	supported	supported
supports	support	endorsed
called	calls	calls
call	referred	referred
calls	calls	calls
call	call	call
called	call	call
calls	praised	praised
got	got	got
get	know	know
gets	go	really
get	get	get
got	becomes	becomes
gets	're	're
told	says	says
tell	said	said
tells	asks	asks
tell	telling	telling
told	asks	returns
tells	said	said
learned	skills	learners
learn	learnt	learnt
learns	skills	skills
learn	discovers	discovers
learned	discovers	discovers
learns	learnt	learnt
left	return	return
leave	federer	federer
leaves	returns	returns
leave	bracts	bracts
left	stems	stems
leaves	right	right
knew	't	't
know	wta	federer
knows	you	you
know	wta	something
knew	what	what
knows	else	nobody
allowed	closed	closed
allow	slam	slam
allows	closes	closes
allow	allow	allow
allowed	closed	allowing
allows	closes	permitted
created	closed	march
create	slam	slam
creates	creates	creates
create	wta	wta
created	closed	closed
creates	closes	appears
wanted	't	didn
want	wta	wta
wants	you	'll
want	doesn	did
wanted	decides	didn
wants	wished	decides
made	get	get
make	making	making
makes	get	get
make	making	seem
made	seems	seems
makes	making	45
remained	still	still
remain	remain	remain
remains	still	remained
remain	burial	burial
remained	burial	graves
remains	soon	soon
felt	know	know
feel	feeling	feeling
feels	're	're
feel	feeling	feeling
felt	feeling	feeling
feels	feels	feels
discussed	discussed	discussed
discuss	discuss	discussing
discusses	discussed	discussed
discuss	discussed	philosophical
discussed	discussed	discussed
discusses	discusses	discusses
became	becoming	becoming
become	becoming	becoming
becomes	becoming	man
become	increasingly	increasingly
became	increasingly	increasingly
becomes	becoming	becoming
supported	supported	supported
support	support	support
supports	providing	providing
support	supported	supported
supported	supported	supported
supports	support	support
made	get	get
make	making	make
makes	fulfill	fulfill
make	too	too
made	making	making
makes	cater	cater
asked	asked	asked
ask	asking	asking
asks	tell	asks
ask	wants	wants
asked	wants	wants
asks	asking	answering
started	saw	saw
start	began	began
starts	end	season
start	just	just
started	begins	begins
starts	career	career
told	get	get
tell	said	said
tells	tells	tells
tell	asks	asks
told	asks	asks
tells	said	interview
reached	reached	reached
reach	singles	reach
reaches	reached	reached
reach	reach	reach
reached	river	river
reaches	singles	peaked
left	return	return
leave	keep	keep
leaves	accept	unconditional
leave	fleshy	fleshy
left	leaf	leaf
leaves	shutouts	elbow
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
followed	accordance	accordance
follow	bring	keep
follows	accordance	accordance
follow	follow	follow
followed	describes	describes
follows	wins	wins
changed	changes	changes
change	callsign	keep
changes	changes	changes
change	change	change
changed	change	change
changes	callsign	callsign
won	victory	victory
win	winning	winning
wins	victory	victory
win	consecutive	consecutive
won	record	record
wins	winning	winning
opened	wta	federer
open	closed	closed
opens	wta	wta
open	closes	closes
opened	closes	closes
opens	tells	confronts
studied	studies	studies
study	studying	doctorate
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
accepted	refused	refused
accept	accept	regard
accepts	refuses	refuses
accept	accept	deliberation
accepted	proposal	proposal
accepts	accepts	accepts
became	becoming	becoming
become	becoming	served
becomes	becomes	becomes
become	become	determine
became	increasingly	become
becomes	becoming	becoming
determined	assess	determining
determine	determine	determine
determines	determining	determining
determine	depends	depends
determined	depends	depends
determines	river	crosses
ensured	ensuring	ensuring
ensure	accept	accept
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	joining	joining
ensures	confluence	confluence
required	required	required
require	require	submit
requires	requires	requires
require	required	required
required	required	transfer
requires	must	requirement
became	becoming	becoming
become	becoming	becoming
becomes	becomes	becomes
become	become	become
became	joining	joining
becomes	confluence	becomes
preserved	wildlife	wildlife
preserve	intact	survive
preserves	conservation	conservation
preserve	preserve	preserve
preserved	joining	parkland
preserves	confluence	survives
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
began	began	began
begin	begin	begin
begins	begins	begins
begin	ends	concurrency
began	continues	continues
begins	started	careers
returned	returned	returned
return	return	return
returns	returned	returns
return	return	return
returned	return	return
returns	returning	returns
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	decides	decides
avoided	avoiding	avoiding
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	avoid	avoid
avoids	avoiding	avoiding
