rougher	softer	softer
seek	seeks	seeks
seeks	seeking	seeking
seek	aims	aims
sought	aims	aims
seeks	seeking	seeking
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	attempts	attempts
helps	aims	aims
received	paid	paid
receive	earned	earned
receives	grants	grants
receive	receive	receive
received	receive	receive
receives	earned	earned
came	want	didn
come	return	return
comes	want	doesn
come	leave	leave
came	meaning	meaning
comes	coming	coming
got	't	't
get	get	go
gets	't	't
get	leave	leave
got	getting	getting
gets	've	thing
told	know	't
tell	tell	leave
tells	doesn	doesn
tell	leave	leave
told	asks	asks
tells	telling	telling
stopped	stops	stops
stop	okay	're
stops	stops	stops
stop	stop	stop
stopped	stop	stop
stops	realizes	realizes
looked	stated	stated
look	really	really
looks	looks	looks
look	look	look
looked	looked	looked
looks	realizes	looks
became	became	became
become	becoming	becoming
becomes	becomes	becomes
become	increasingly	increasingly
became	become	become
becomes	realizes	realizes
reduced	reducing	reducing
reduce	increased	reduces
reduces	reducing	reducing
reduce	reducing	reducing
reduced	reducing	reducing
reduces	increased	reduces
sought	decided	decided
seek	seeking	seeking
seeks	decides	decides
seek	sought	sought
sought	sought	sought
seeks	tells	tries
came	want	want
come	coming	coming
comes	want	want
come	meaning	meaning
came	meaning	meaning
comes	coming	last
used	uses	uses
use	use	use
uses	uses	uses
use	using	using
used	using	using
uses	describe	describe
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	discovers	discovers
learned	reveals	reveals
learns	learn	learn
went	want	want
go	win	win
goes	want	want
go	find	find
went	finds	breaks
goes	last	last
held	holding	holding
hold	annual	annual
holds	holding	allowed
hold	degree	degree
held	degree	degree
holds	annual	events
got	make	make
get	you	you
gets	tell	thinks
get	getting	get
got	goes	goes
gets	call	talking
began	referred	sometimes
begin	simulcasting	simulcasting
begins	begins	begins
begin	ends	ends
began	ends	ends
begins	call	call
accepted	accepted	accepted
accept	asking	asking
accepts	accepts	accepts
accept	agrees	reluctantly
accepted	accepted	accepted
accepts	asking	asking
became	became	became
become	becoming	becoming
becomes	increasingly	becomes
become	become	become
became	become	become
becomes	answering	answering
discussed	discussed	discussed
discuss	asking	questions
discusses	discussions	discussions
discuss	examines	explores
discussed	discussed	discussed
discusses	asking	questions
protected	protecting	protected
protect	wildlife	protect
protects	protection	protected
protect	meetings	confidentiality
protected	protected	protected
protects	wildlife	protects
brought	keep	brought
bring	came	bring
brings	regain	regain
bring	experts	experts
brought	experts	experts
brings	came	bring
started	end	end
start	began	began
starts	end	end
start	meetings	meeting
started	begins	started
starts	began	career
eliminated	eliminating	eliminating
eliminate	semi-finals	semi-finals
eliminates	eliminating	eliminating
eliminate	meetings	meetings
eliminated	reduces	reduces
eliminates	semi-finals	semi-finals
accommodated	expanded	expanded
accommodate	accommodating	accommodating
accommodates	parking	parking
accommodate	meetings	meetings
accommodated	accommodated	accommodated
accommodates	accommodate	accommodate
reached	reaching	reaching
reach	singles	singles
reaches	reaching	reaching
reach	shows	phish
reached	upper	upper
reaches	reaching	reaching
knew	i	i
know	wasn	wasn
knows	think	think
know	asks	asks
knew	doesn	doesn
knows	never	nothing
sent	sent	sent
send	send	sending
sends	sending	sending
send	send	pre-recorded
sent	send	send
sends	sending	sending
called	calls	calls
call	shows	shows
calls	calls	calls
call	callers	callers
called	call	call
calls	referred	often
worked	works	works
work	working	shows
works	works	works
work	concert	concert
worked	work	masterpieces
works	working	working
earned	earned	earned
earn	earn	earn
earns	earning	earning
earn	rewards	rewards
earned	earned	earned
earns	earn	earn
protected	protecting	protecting
protect	protection	protection
protects	protecting	protecting
protect	protected	protected
protected	earned	garnered
protects	protection	protection
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	earned	earned
meets	friend	friend
got	't	got
get	get	get
gets	know	tell
get	getting	getting
got	earned	earned
gets	getting	getting
built	construction	construction
build	constructed	constructed
builds	construct	construct
build	develops	develops
built	earned	earned
builds	constructed	constructed
won	victory	victory
win	winning	winning
wins	victory	victory
win	victories	victories
won	victories	victories
wins	winning	winning
provided	providing	providing
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	providing	providing
provides	provide	provide
built	construction	project
build	constructed	constructed
builds	construct	project
build	learning	learning
built	learnt	skills
builds	constructed	constructed
asked	asking	asking
ask	refused	decide
asks	asks	asks
ask	teach	ask
asked	ask	ask
asks	decides	decides
thought	've	've
think	understand	understand
thinks	thing	knows
think	what	what
thought	what	doing
thinks	realizes	realizes
resolved	resolved	resolving
resolve	resolve	resolve
resolves	resolved	resolved
resolve	resolve	try
resolved	attempting	attempting
resolves	unresolved	unresolved
offered	offered	offered
offer	offers	offers
offers	offering	offering
offer	courses	courses
offered	courses	courses
offers	offering	offers
had	been	been
have	were	were
has	been	been
have	been	have
had	been	been
has	were	were
avoided	prevent	prevent
avoid	avoid	avoid
avoids	prevent	prevent
avoid	avoiding	avoiding
avoided	avoiding	avoiding
avoids	avoid	avoid
developed	developing	developing
develop	capcom	unlike
develops	developing	developing
develop	develop	develop
developed	builds	builds
develops	nintendo	similar
stayed	leave	leave
stay	staying	staying
stays	leave	leave
stay	stay	stay
stayed	realizes	realizes
stays	weeks	weeks
proved	proving	evidence
prove	proven	proven
proves	proof	proof
prove	prove	prove
proved	proved	proved
proves	proving	proving
brought	help	help
bring	come	come
brings	save	brings
bring	bring	bring
brought	reveals	reveals
brings	brings	brings
liked	really	really
like	wouldn	wouldn
likes	everything	everything
like	didn	didn
liked	knows	knows
likes	guys	guys
served	serving	serving
serve	deputy	deputy
serves	serving	serving
serve	serving	serving
served	executive	executive
serves	deputy	deputy
supported	supported	supported
support	support	asserted
supports	supports	supports
support	support	support
supported	support	support
supports	opposed	supports
called	calls	calls
call	referred	referred
calls	calls	calls
call	call	call
called	call	call
calls	referred	describes
got	got	got
get	get	get
gets	really	really
get	goes	get
got	getting	getting
gets	've	really
told	know	telling
tell	knew	tell
tells	telling	telling
tell	asks	tell
told	asks	asks
tells	telling	telling
learned	learned	learned
learn	learn	learn
learns	learners	learners
learn	tells	tells
learned	tells	tells
learns	learnt	honed
left	stay	take
leave	right	right
leaves	stay	returns
leave	leathery	leathery
left	leathery	leathery
leaves	right	right
knew	't	what
know	djokovic	anything
knows	think	says
know	wta	know
knew	know	what
knows	says	says
allowed	reopened	reopened
allow	slam	permitted
allows	allows	allows
allow	allowing	allowing
allowed	allowing	allowing
allows	closes	closes
created	reopened	reopened
create	djokovic	sharapova
creates	creates	creates
create	wta	djokovic
created	reopened	reopened
creates	closes	closes
wanted	't	't
want	djokovic	djokovic
wants	you	'll
want	wta	wta
wanted	decides	pretend
wants	wished	wished
made	get	get
make	making	making
makes	get	get
make	make	make
made	even	even
makes	making	making
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	burial	burial
remained	burial	grave
remains	remain	remaining
felt	feeling	really
feel	feeling	feeling
feels	feeling	feeling
feel	feeling	feeling
felt	feeling	feeling
feels	feeling	feeling
discussed	discussions	discussions
discuss	discuss	discuss
discusses	discussing	discussing
discuss	philosophical	philosophical
discussed	discussed	aristotle
discusses	discussing	discussing
became	became	became
become	becoming	becoming
becomes	became	became
become	increasingly	increasingly
became	increasingly	become
becomes	becoming	appointed
supported	supported	supported
support	opposed	opposed
supports	providing	providing
support	deprecated	deprecated
supported	supported	supported
supports	support	support
made	find	bring
make	make	make
makes	provide	provide
make	even	make
made	enough	too
makes	individuals	individuals
asked	asking	asking
ask	asking	asking
asks	answer	answer
ask	wants	doesn
asked	tells	decides
asks	asking	answer
started	end	end
start	began	began
starts	end	end
start	begins	begins
started	begins	begins
starts	began	began
told	telling	telling
tell	said	said
tells	telling	tells
tell	asks	asks
told	asks	asks
tells	telling	telling
reached	reached	reached
reach	reaching	reach
reaches	reaching	reached
reach	reach	reach
reached	tributary	tributary
reaches	reaching	peaked
left	forced	forced
leave	right	right
leaves	reluctantly	reluctantly
leave	leathery	leathery
left	leathery	glabrous
leaves	right	right
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
followed	strict	dictated
follow	bring	bring
follows	strict	strict
follow	follow	follow
followed	follow	follow
follows	starts	record
changed	changes	changes
change	callsign	callsign
changes	changes	changes
change	change	change
changed	change	change
changes	callsign	win-loss
won	victory	victory
win	winning	winning
wins	victory	victory
win	victories	victories
won	victories	victories
wins	winning	winning
opened	wta	wta
open	reopened	reopened
opens	wimbledon	wimbledon
open	closes	closes
opened	closes	closes
opens	tells	tells
studied	studies	studies
study	studying	musicology
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
accepted	resign	resign
accept	accept	accepts
accepts	refuses	leave
accept	accepting	accepting
accepted	proposal	proposal
accepts	accepts	accepts
became	became	became
become	becoming	becoming
becomes	becomes	becomes
become	increasingly	increasingly
became	increasingly	become
becomes	becoming	gets
determined	determined	determined
determine	determine	determine
determines	determining	determining
determine	accept	accept
determined	joining	joining
determines	tributary	reaches
ensured	ensuring	ensuring
ensure	accept	accept
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	joining	joining
ensures	confluence	confluence
required	requires	requires
require	must	submit
requires	requires	requires
require	required	required
required	joining	required
requires	require	requirement
became	became	became
become	becoming	become
becomes	becomes	becomes
become	become	become
became	joining	become
becomes	tributary	flows
preserved	preservation	conservancy
preserve	manuscripts	manuscripts
preserves	preservation	preservation
preserve	preserve	preserve
preserved	joining	loan
preserves	survives	survives
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	calvados	france
pays	paying	paying
began	began	began
begin	started	pursue
begins	begins	begins
begin	continue	continue
began	ends	ends
begins	started	composing
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	soon	soon
returns	returning	returning
decided	decides	decided
decide	would	would
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	decides	decides
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	avoid	avoid
avoids	avoiding	avoiding
